,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,1.02,14.8,14.6,9.7,54.8%,0.6%,207,577
1,Phoenix,1.12,17.5,15.7,4.5,52.7%,3.0%,239,"2,770"
2,Viper,1.1,15.8,14.4,4.7,52.3%,0.3%,217,304
3,Sage,1.01,14.7,14.5,5.9,52.3%,0.6%,203,503
4,Reyna,1.14,17.9,15.6,3.9,52.1%,11.3%,242,"10,303"
5,Deadlock,1.06,16.2,15.3,4.1,51.0%,1.0%,209,943
6,Sova,1.03,15.2,14.8,5.4,51.0%,5.8%,208,"5,262"
7,Raze,1.05,16.9,16.2,3.9,50.8%,9.6%,235,"8,791"
8,Jett,1.1,17.7,16,3,50.7%,14.1%,240,"12,859"
9,Cypher,1.03,15.3,14.8,4.5,50.6%,16.7%,203,"15,262"
10,Neon,0.99,16,16.2,4.1,50.5%,0.4%,223,382
11,Skye,0.97,14.6,15.1,7.1,50.5%,3.8%,197,"3,445"
12,Chamber,1.13,17,15.1,2.5,50.4%,1.6%,223,"1,493"
13,Omen,1,14.9,14.9,7.6,50.3%,16.1%,200,"14,708"
14,Fade,0.98,14.8,15.1,6.3,50.3%,4.0%,198,"3,609"
15,Astra,1.06,15.6,14.7,7.1,50.1%,1.5%,210,"1,332"
16,Gekko,0.96,14.4,15.1,5,49.0%,4.9%,191,"4,453"
17,Iso,1.07,17.2,16.1,3.9,48.6%,0.9%,236,849
18,KAY/O,0.94,14.2,15.2,9.7,48.4%,0.6%,203,502
19,Yoru,1.01,16.3,16.1,4.2,48.0%,1.2%,222,"1,052"
20,Breach,0.95,14.2,15,7.9,46.6%,1.8%,193,"1,672"
21,Harbor,0.89,13.6,15.4,6.4,38.3%,0.1%,187,115
