,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.97,14.5,14.9,8.8,51.2%,2.5%,204,"38,256"
1,Phoenix,1.11,17.3,15.6,4.4,51.0%,3.4%,239,"53,184"
2,Sage,0.95,14.1,14.9,6.6,50.9%,3.2%,196,"48,925"
3,Astra,1.04,15.3,14.8,6.5,50.5%,2.2%,208,"34,783"
4,Gekko,0.95,14.1,14.9,4.9,50.4%,4.6%,192,"70,645"
5,Reyna,1.14,17.8,15.6,4.1,50.3%,11.4%,244,"176,003"
6,Fade,0.97,14.5,15,6.2,50.0%,2.5%,198,"38,300"
7,Cypher,1.01,14.8,14.6,4.8,49.9%,15.0%,200,"231,741"
8,Deadlock,1.03,15.4,14.9,4.1,49.6%,1.1%,208,"16,448"
9,Jett,1.08,17.3,16,3.3,49.5%,11.9%,238,"184,563"
10,Sova,0.98,14.5,14.8,5.2,49.3%,4.3%,200,"67,144"
11,Omen,0.98,14.8,15,7,49.1%,13.6%,202,"210,849"
12,Skye,0.95,14.3,15.1,7,49.0%,4.7%,197,"73,404"
13,Raze,1.03,16.5,16,4.1,48.7%,6.5%,232,"100,993"
14,Chamber,1.1,16.6,15.1,2.9,48.3%,3.2%,223,"49,481"
15,Breach,0.94,14.3,15.3,6.9,48.1%,2.1%,197,"32,599"
16,Killjoy,0.99,14.5,14.7,3.4,47.9%,0.7%,200,"10,655"
17,Yoru,1.01,16,15.9,4.2,47.1%,1.4%,220,"22,019"
18,Neon,0.97,16,16.5,4.1,47.0%,0.7%,224,"11,397"
19,Viper,0.99,14.8,14.9,5.1,47.0%,0.5%,205,"7,219"
20,Iso,1.02,16.5,16.2,4.1,45.2%,1.7%,230,"26,061"
21,Harbor,0.92,14.1,15.3,5.9,45.1%,0.6%,194,"9,718"
22,KAY/O,0.91,14.3,15.7,8.8,45.0%,2.2%,203,"33,771"
