,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Cypher,0.83,11.3,13.7,5,51.4%,5.6%,166,"13,772"
1,Killjoy,0.75,10.2,13.7,3.8,50.8%,2.9%,156,"7,095"
2,Brimstone,0.79,11.2,14.2,5.7,50.7%,3.2%,171,"7,708"
3,Harbor,0.7,10.4,14.9,4.8,50.4%,0.9%,154,"2,199"
4,Sage,0.7,9.9,14.1,5.7,50.2%,12.6%,148,"30,792"
5,Fade,0.7,10.3,14.7,5.8,49.7%,3.2%,154,"7,807"
6,Deadlock,0.76,10.9,14.3,3.9,49.7%,2.1%,161,"5,146"
7,Reyna,0.93,13.6,14.6,4.2,49.5%,10.7%,201,"26,087"
8,Gekko,0.72,10.4,14.5,4.5,49.4%,5.9%,155,"14,398"
9,Viper,0.73,10.5,14.3,4.4,49.4%,2.8%,158,"6,809"
10,Sova,0.75,10.6,14.2,4.5,49.3%,4.0%,161,"9,801"
11,Skye,0.72,10.4,14.3,6.4,49.3%,4.2%,157,"10,343"
12,Omen,0.8,11.5,14.5,4.4,49.3%,7.3%,170,"17,771"
13,Raze,0.83,12.2,14.6,4.5,49.2%,6.2%,188,"15,123"
14,Breach,0.78,11.1,14.3,4.8,48.9%,1.2%,168,"2,977"
15,KAY/O,0.71,10.3,14.6,7.2,48.7%,2.4%,159,"5,844"
16,Jett,0.86,12.5,14.5,3.5,48.6%,5.4%,187,"13,265"
17,Chamber,0.84,11.9,14.2,3.5,48.5%,1.8%,175,"4,408"
18,Phoenix,0.85,12.2,14.3,4.1,48.5%,4.9%,184,"11,895"
19,Neon,0.78,11.7,15.1,3.9,47.8%,4.2%,176,"10,329"
20,Yoru,0.79,11.6,14.7,3.9,47.5%,5.2%,172,"12,817"
21,Iso,0.77,11.5,15,3.9,46.5%,2.7%,176,"6,539"
22,Astra,0.83,11.3,13.5,4.2,46.2%,0.5%,169,"1,289"
