,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Cypher,0.91,12.8,14,5.2,51.0%,8.1%,184,"134,738"
1,Killjoy,0.87,12.3,14.1,4,50.2%,2.9%,182,"47,828"
2,Brimstone,0.87,12.7,14.6,6.6,50.0%,3.8%,189,"63,923"
3,Sage,0.8,11.6,14.4,6.4,49.8%,11.8%,170,"196,823"
4,Astra,0.92,13,14.2,5.1,49.8%,0.7%,188,"11,271"
5,Reyna,1.04,15.5,14.9,4.5,49.7%,10.9%,226,"182,715"
6,Deadlock,0.88,12.8,14.6,4.2,49.6%,2.0%,184,"33,161"
7,Gekko,0.81,12,14.8,4.8,49.5%,5.6%,174,"94,415"
8,Raze,0.92,13.9,15.1,4.7,49.1%,5.6%,209,"94,328"
9,Breach,0.86,12.8,15,5.4,49.0%,1.6%,187,"27,457"
10,Skye,0.82,12,14.6,7,49.0%,5.1%,176,"85,997"
11,Omen,0.89,13.1,14.8,5.1,48.9%,8.7%,189,"145,047"
12,Jett,0.96,14.5,15.1,3.8,48.9%,5.0%,211,"83,193"
13,Phoenix,0.95,14.1,14.8,4.4,48.7%,4.2%,207,"70,091"
14,Sova,0.83,12.1,14.6,4.9,48.2%,3.6%,178,"59,829"
15,Chamber,0.94,13.6,14.5,3.7,48.0%,2.2%,196,"36,514"
16,Fade,0.8,11.8,14.9,6,47.8%,3.1%,174,"51,111"
17,Viper,0.85,12.4,14.6,4.8,47.8%,2.4%,183,"40,885"
18,Neon,0.89,13.8,15.6,4.2,47.5%,3.3%,203,"55,949"
19,Harbor,0.8,11.9,14.9,5.2,47.4%,1.0%,174,"17,173"
20,KAY/O,0.79,11.8,15,7.7,46.8%,2.5%,178,"41,716"
21,Iso,0.88,13.7,15.5,4.3,46.5%,2.4%,204,"39,785"
22,Yoru,0.87,13.2,15.1,4.2,45.9%,3.5%,192,"58,215"
