,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Astra,1.04,15.3,14.7,6.3,50.8%,2.1%,209,"41,079"
1,Phoenix,1.12,17.3,15.5,4.4,50.7%,3.6%,241,"70,189"
2,Brimstone,0.96,14.3,15,8.4,50.6%,3.0%,203,"57,471"
3,Sage,0.94,13.9,14.8,6.6,50.4%,4.3%,194,"82,496"
4,Reyna,1.15,17.9,15.6,4.1,50.1%,11.9%,247,"230,121"
5,Gekko,0.94,14.1,14.9,4.9,49.9%,4.5%,193,"87,524"
6,Cypher,1.01,14.7,14.6,4.8,49.8%,13.9%,201,"269,756"
7,Deadlock,1.03,15.4,14.9,4.1,49.8%,1.2%,208,"22,540"
8,Jett,1.1,17.4,15.9,3.4,49.5%,11.1%,240,"214,681"
9,Fade,0.96,14.4,15,6.1,49.5%,2.3%,198,"43,743"
10,Sova,0.99,14.5,14.7,5.1,49.4%,4.0%,201,"77,819"
11,Skye,0.95,14.3,15.1,7,49.3%,4.6%,198,"89,610"
12,Omen,0.99,14.8,15,6.7,49.2%,12.8%,203,"247,766"
13,Chamber,1.1,16.5,15,3,49.0%,3.3%,223,"63,403"
14,Raze,1.03,16.5,15.9,4.2,48.9%,6.2%,233,"120,216"
15,Breach,0.94,14.3,15.3,6.6,48.8%,2.1%,198,"40,990"
16,Killjoy,0.98,14.4,14.7,3.5,48.4%,1.0%,199,"18,571"
17,Neon,0.98,16.1,16.4,4.2,48.2%,1.0%,225,"18,621"
18,Viper,1,15,14.9,5.1,47.9%,0.7%,207,"12,883"
19,Harbor,0.93,14.1,15.2,5.8,46.4%,0.7%,195,"14,491"
20,Yoru,1.01,15.9,15.8,4.2,46.3%,1.5%,221,"28,657"
21,Iso,1.03,16.6,16.2,4.1,46.0%,1.9%,232,"36,480"
22,KAY/O,0.91,14.2,15.6,8.6,45.4%,2.4%,203,"46,020"
