,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.11,17.1,15.4,4.4,51.2%,3.7%,239,"89,604"
1,Astra,1.04,15.2,14.6,6,50.9%,1.9%,208,"46,998"
2,Sage,0.92,13.6,14.8,6.7,50.4%,5.3%,191,"128,444"
3,Reyna,1.15,17.9,15.5,4.1,50.4%,12.0%,248,"291,529"
4,Brimstone,0.95,14.2,15,8.1,50.3%,3.4%,202,"82,812"
5,Cypher,1,14.5,14.5,4.9,50.2%,13.3%,199,"322,097"
6,Gekko,0.93,13.9,14.9,4.8,50.1%,4.5%,192,"110,255"
7,Deadlock,1.01,15,14.9,4.1,49.8%,1.3%,205,"31,105"
8,Jett,1.09,17.3,15.8,3.5,49.8%,10.1%,240,"244,211"
9,Fade,0.95,14.2,15,6,49.6%,2.2%,197,"53,739"
10,Sova,0.97,14.3,14.7,5.1,49.3%,3.9%,200,"93,545"
11,Raze,1.03,16.3,15.9,4.2,49.2%,5.9%,232,"143,991"
12,Omen,0.98,14.7,15,6.4,49.2%,12.2%,203,"296,989"
13,Skye,0.94,14.1,15.1,7,49.1%,4.6%,196,"112,863"
14,Chamber,1.09,16.3,15,3.1,48.8%,3.3%,222,"79,740"
15,Viper,0.99,14.6,14.8,5.1,48.7%,0.9%,204,"21,334"
16,Breach,0.93,14.3,15.3,6.3,48.4%,2.2%,199,"52,943"
17,Killjoy,0.97,14.1,14.6,3.5,47.5%,1.2%,197,"28,848"
18,Neon,0.97,15.9,16.4,4.1,47.1%,1.2%,224,"28,892"
19,Iso,1.02,16.4,16.1,4.1,46.1%,2.0%,231,"49,468"
20,Yoru,1,15.7,15.8,4.2,46.0%,1.6%,219,"38,077"
21,Harbor,0.92,13.9,15.2,5.7,45.6%,0.8%,193,"20,215"
22,KAY/O,0.9,14,15.6,8.4,45.2%,2.5%,201,"59,978"
