,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.13,17.3,15.3,4.4,51.4%,3.8%,242,"105,567"
1,Astra,1.05,15.3,14.6,6,51.0%,1.8%,210,"50,603"
2,Brimstone,0.96,14.3,14.9,8,50.9%,3.6%,205,"100,268"
3,Reyna,1.17,18.1,15.4,4.2,50.6%,12.6%,252,"353,276"
4,Sage,0.93,13.7,14.8,6.7,50.6%,5.7%,192,"160,875"
5,Cypher,1.01,14.6,14.4,4.9,50.5%,12.8%,201,"360,647"
6,Gekko,0.94,14,14.9,4.8,50.4%,4.5%,193,"125,516"
7,Deadlock,1.02,15.1,14.8,4.1,50.3%,1.3%,207,"37,246"
8,Jett,1.11,17.5,15.7,3.5,50.0%,9.7%,243,"272,019"
9,Skye,0.95,14.2,15,7,49.6%,4.5%,198,"127,781"
10,Fade,0.95,14.2,14.9,6,49.5%,2.1%,198,"60,033"
11,Omen,0.99,14.9,15,6.3,49.5%,11.9%,205,"334,106"
12,Sova,0.98,14.4,14.6,5.1,49.3%,3.8%,201,"106,207"
13,Chamber,1.11,16.5,14.9,3.1,49.2%,3.2%,225,"90,301"
14,Raze,1.04,16.4,15.8,4.3,49.2%,5.9%,234,"166,871"
15,Breach,0.94,14.4,15.3,6.2,48.9%,2.2%,201,"61,047"
16,Killjoy,0.97,14.1,14.5,3.5,48.1%,1.3%,199,"37,080"
17,Neon,0.99,16.1,16.3,4.2,47.8%,1.3%,228,"37,192"
18,Viper,0.99,14.5,14.7,5,47.8%,1.0%,205,"27,586"
19,Harbor,0.93,14.1,15.1,5.6,46.4%,0.9%,195,"24,690"
20,Iso,1.03,16.5,16.1,4.1,46.3%,2.1%,234,"58,677"
21,Yoru,1.01,15.8,15.7,4.2,46.2%,1.7%,221,"46,617"
22,KAY/O,0.91,14.2,15.5,8.4,45.9%,2.5%,203,"68,936"
