,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.99,14.7,14.8,6.3,52.7%,1.1%,202,"2,529"
1,Astra,1.06,15.6,14.7,7,52.4%,2.0%,208,"4,710"
2,Phoenix,1.11,17.3,15.6,4.5,51.4%,3.2%,237,"7,557"
3,Deadlock,1.07,16,15.1,4.1,51.1%,0.9%,212,"2,181"
4,Fade,0.99,14.8,14.9,6.3,50.7%,3.4%,200,"8,073"
5,Reyna,1.13,17.8,15.7,3.9,50.5%,11.6%,241,"27,076"
6,Brimstone,0.99,14.7,14.9,9.6,50.2%,1.1%,206,"2,506"
7,Gekko,0.96,14.3,14.9,5,50.1%,4.6%,192,"10,734"
8,Cypher,1.03,15.1,14.7,4.6,50.0%,16.1%,202,"37,614"
9,Neon,0.96,16,16.6,4.1,50.0%,0.5%,220,"1,058"
10,Sova,0.99,14.7,14.8,5.3,49.8%,5.0%,202,"11,657"
11,Jett,1.08,17.4,16.1,3.1,49.8%,14.5%,236,"33,843"
12,Skye,0.96,14.5,15.1,7,49.7%,4.2%,197,"9,869"
13,Raze,1.04,16.7,16.1,3.9,49.7%,8.3%,233,"19,442"
14,Omen,0.99,14.9,14.9,7.5,49.5%,15.1%,201,"35,403"
15,Chamber,1.12,16.9,15.1,2.7,48.5%,2.3%,225,"5,449"
16,Breach,0.94,14.2,15.1,7.7,47.3%,1.8%,194,"4,319"
17,Yoru,1.01,16.2,16.1,4.2,46.4%,1.4%,221,"3,254"
18,Iso,1.04,16.7,16.1,3.9,45.6%,1.2%,232,"2,746"
19,KAY/O,0.95,14.9,15.6,9.3,45.5%,1.0%,209,"2,404"
20,Viper,1.02,15.2,14.9,5,45.3%,0.3%,206,591
21,Harbor,0.95,14.7,15.5,6.3,44.9%,0.2%,197,584
22,Killjoy,0.98,14.8,15.1,3.4,44.4%,0.2%,202,541
