,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,1,14.8,14.8,9.7,53.7%,0.7%,208,862
1,Chamber,1.13,17,15,2.6,52.9%,2.0%,226,"2,267"
2,Sage,1.02,15,14.7,6.4,52.8%,0.7%,207,828
3,Astra,1.08,15.9,14.7,7,52.1%,1.8%,212,"2,035"
4,Phoenix,1.12,17.4,15.5,4.4,51.9%,3.2%,239,"3,697"
5,Sova,1.01,14.8,14.7,5.3,51.0%,5.4%,203,"6,277"
6,Gekko,0.96,14.4,15,5,50.8%,4.6%,193,"5,396"
7,Deadlock,1.06,15.7,14.9,3.9,50.7%,0.9%,212,"1,052"
8,Reyna,1.13,17.7,15.7,3.9,50.7%,11.4%,241,"13,245"
9,Jett,1.09,17.6,16.1,3.1,50.4%,14.2%,239,"16,553"
10,Raze,1.04,16.7,16.1,3.9,50.3%,9.1%,233,"10,544"
11,Cypher,1.03,15.2,14.8,4.6,50.0%,16.6%,202,"19,313"
12,Skye,0.96,14.6,15.2,7.1,49.3%,3.9%,197,"4,576"
13,Omen,1,14.8,14.9,7.6,49.1%,15.9%,200,"18,435"
14,Fade,1,14.8,14.9,6.4,48.8%,3.8%,201,"4,450"
15,Harbor,0.95,14.4,15.2,6.5,47.8%,0.2%,195,245
16,Breach,0.95,14.4,15.1,7.8,47.7%,1.8%,195,"2,073"
17,Neon,0.97,16.4,16.9,4.5,47.5%,0.4%,223,432
18,Iso,1.05,17.2,16.3,3.9,47.4%,1.0%,232,"1,151"
19,Yoru,0.99,15.9,16,4.3,46.6%,1.3%,217,"1,511"
20,Killjoy,1,15.2,15.2,3.5,44.9%,0.1%,206,136
21,KAY/O,0.97,14.9,15.4,9.1,44.8%,0.7%,210,850
22,Viper,1.03,15.6,15.1,4.8,43.9%,0.2%,211,271
