,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Astra,1.04,15.1,14.4,5.7,50.6%,1.3%,210,"46,750"
1,Reyna,1.18,18,15.2,4.3,50.6%,12.7%,254,"440,050"
2,Phoenix,1.12,16.8,15.1,4.5,50.5%,3.8%,240,"131,492"
3,Cypher,1,14.3,14.3,5.1,50.4%,11.5%,200,"399,770"
4,Brimstone,0.96,14.2,14.8,7.4,50.2%,4.1%,205,"143,429"
5,Sage,0.91,13.3,14.6,6.7,50.1%,7.9%,189,"273,294"
6,Gekko,0.93,13.7,14.8,4.9,49.9%,4.5%,193,"157,100"
7,Jett,1.11,17.2,15.5,3.7,49.8%,7.6%,243,"263,167"
8,Raze,1.03,16.1,15.6,4.4,49.4%,5.7%,233,"195,746"
9,Deadlock,0.99,14.6,14.8,4.1,49.4%,1.5%,203,"53,619"
10,Omen,0.99,14.7,14.9,5.9,49.2%,10.8%,206,"373,445"
11,Fade,0.93,13.8,14.9,5.9,49.2%,2.2%,195,"75,135"
12,Sova,0.96,13.9,14.6,5,49.1%,3.4%,199,"117,852"
13,Skye,0.93,13.8,14.9,7.1,49.1%,4.8%,196,"167,743"
14,Chamber,1.09,16,14.7,3.3,48.5%,2.8%,222,"96,618"
15,Breach,0.94,14.2,15.2,5.8,48.4%,2.1%,202,"73,860"
16,Killjoy,0.96,13.9,14.4,3.7,48.4%,1.9%,198,"66,329"
17,Neon,1,16,16,4.2,47.7%,2.0%,229,"67,999"
18,Viper,0.97,14.2,14.7,5,47.4%,1.6%,203,"53,921"
19,Iso,1.02,16.2,15.8,4.2,46.8%,2.3%,232,"79,372"
20,Harbor,0.91,13.7,15.1,5.4,46.7%,1.0%,194,"34,801"
21,Yoru,1,15.5,15.5,4.2,46.4%,1.9%,219,"66,724"
22,KAY/O,0.89,13.7,15.3,8.1,46.2%,2.5%,199,"85,297"
