,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,1,14.7,14.8,9.6,53.4%,1.4%,207,"5,781"
1,Deadlock,1.07,15.9,14.9,4.2,52.6%,1.0%,211,"4,173"
2,Sage,0.99,14.7,14.8,6.4,52.3%,1.4%,203,"6,092"
3,Phoenix,1.12,17.4,15.6,4.5,51.6%,3.3%,240,"14,014"
4,Reyna,1.13,17.7,15.7,4,50.8%,11.6%,242,"48,795"
5,Astra,1.05,15.5,14.7,7,50.7%,2.1%,208,"8,776"
6,Fade,1,14.8,14.9,6.3,50.4%,3.0%,201,"12,783"
7,Jett,1.09,17.5,16,3.2,50.1%,14.1%,238,"59,237"
8,Cypher,1.03,15.1,14.7,4.7,50.0%,16.1%,202,"67,703"
9,Gekko,0.96,14.4,15,5,49.9%,4.5%,194,"18,874"
10,Omen,1,14.9,14.9,7.5,49.6%,14.9%,202,"62,521"
11,Skye,0.96,14.5,15.1,7,49.6%,4.2%,198,"17,713"
12,Neon,0.98,16.3,16.6,4.3,49.4%,0.5%,226,"2,272"
13,Sova,1,14.8,14.8,5.3,49.3%,5.0%,202,"21,209"
14,Raze,1.04,16.7,16.1,4,49.3%,7.7%,234,"32,387"
15,Breach,0.96,14.5,15.1,7.6,48.9%,1.9%,197,"8,005"
16,Chamber,1.12,16.9,15.1,2.7,48.9%,2.4%,226,"9,992"
17,Killjoy,1.04,15.4,14.8,3.2,48.1%,0.3%,208,"1,203"
18,Yoru,1.02,16.3,16,4.2,46.2%,1.4%,222,"5,924"
19,Iso,1.04,16.9,16.3,4,46.0%,1.3%,232,"5,289"
20,KAY/O,0.94,14.8,15.7,9.2,45.6%,1.2%,207,"5,211"
21,Harbor,0.92,13.9,15.1,6.2,45.5%,0.3%,191,"1,284"
22,Viper,1.04,15.5,14.9,5.1,45.3%,0.3%,213,"1,165"
