,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.11,17.2,15.5,4.4,51.0%,3.5%,240,"61,281"
1,Brimstone,0.96,14.4,15,8.6,50.7%,2.7%,204,"47,869"
2,Sage,0.94,13.9,14.9,6.6,50.6%,3.7%,194,"64,635"
3,Astra,1.03,15.3,14.7,6.4,50.0%,2.2%,207,"39,222"
4,Reyna,1.14,17.8,15.6,4.1,49.9%,11.5%,245,"200,421"
5,Gekko,0.94,14.1,15,4.9,49.9%,4.5%,192,"79,467"
6,Fade,0.96,14.3,15,6.1,49.8%,2.3%,197,"41,004"
7,Cypher,1.01,14.7,14.6,4.8,49.8%,14.5%,200,"253,897"
8,Jett,1.08,17.3,15.9,3.4,49.7%,11.4%,238,"198,702"
9,Sova,0.98,14.5,14.8,5.2,49.3%,4.2%,200,"73,076"
10,Omen,0.98,14.7,15,6.8,49.2%,13.3%,202,"232,783"
11,Skye,0.94,14.2,15.1,6.9,49.2%,4.7%,196,"82,480"
12,Deadlock,1.02,15.3,15,4,49.1%,1.1%,207,"19,160"
13,Raze,1.03,16.4,16,4.1,48.8%,6.3%,232,"110,103"
14,Chamber,1.09,16.5,15.1,3,48.4%,3.3%,222,"57,652"
15,Breach,0.93,14.3,15.3,6.7,48.1%,2.1%,197,"37,184"
16,Killjoy,0.98,14.4,14.7,3.4,47.1%,0.8%,200,"14,239"
17,Neon,0.96,15.9,16.5,4.1,47.0%,0.8%,223,"14,624"
18,Viper,0.99,14.8,14.8,5.1,47.0%,0.6%,205,"9,897"
19,Yoru,1,15.9,15.8,4.2,46.6%,1.5%,219,"25,473"
20,Harbor,0.93,14.2,15.3,5.9,46.0%,0.7%,194,"12,095"
21,Iso,1.01,16.5,16.2,4.1,45.8%,1.8%,230,"31,019"
22,KAY/O,0.91,14.2,15.6,8.7,44.9%,2.3%,202,"40,720"
