,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.17,17.7,15.2,4.3,50.5%,12.4%,251,"448,369"
1,Brimstone,0.95,14,14.7,7.3,50.4%,4.2%,203,"152,213"
2,Phoenix,1.09,16.4,15,4.5,50.3%,3.8%,236,"136,772"
3,Astra,1.03,14.9,14.4,5.6,50.3%,1.2%,208,"43,991"
4,Sage,0.9,13.1,14.6,6.7,50.2%,8.6%,187,"308,982"
5,Cypher,0.99,14.1,14.3,5.1,50.1%,11.2%,198,"401,813"
6,Jett,1.1,16.9,15.4,3.7,50.0%,7.0%,240,"253,288"
7,Gekko,0.91,13.5,14.8,4.9,49.9%,4.6%,191,"165,848"
8,Deadlock,0.97,14.3,14.7,4.2,49.1%,1.6%,201,"58,099"
9,Omen,0.97,14.5,14.9,5.7,49.1%,10.5%,204,"379,012"
10,Raze,1.02,15.8,15.5,4.5,49.1%,5.5%,231,"199,331"
11,Sova,0.94,13.7,14.6,5,49.1%,3.4%,196,"121,102"
12,Skye,0.91,13.5,14.8,7.1,49.1%,5.0%,193,"180,325"
13,Killjoy,0.96,13.7,14.3,3.8,48.8%,2.1%,197,"76,547"
14,Fade,0.9,13.5,14.9,6,48.5%,2.3%,192,"82,532"
15,Breach,0.93,14.1,15.2,5.8,48.4%,2.1%,200,"75,730"
16,Chamber,1.07,15.7,14.7,3.4,48.4%,2.7%,219,"96,878"
17,Neon,0.99,15.7,16,4.2,48.1%,2.1%,227,"76,862"
18,Viper,0.96,14.1,14.7,5,48.0%,1.7%,201,"61,536"
19,Yoru,0.98,15.2,15.4,4.2,46.8%,2.0%,215,"72,733"
20,Iso,1.01,15.9,15.8,4.2,46.6%,2.3%,230,"83,593"
21,Harbor,0.9,13.4,15,5.4,46.4%,1.0%,191,"36,528"
22,KAY/O,0.88,13.4,15.3,8,45.7%,2.5%,196,"90,163"
