,Map Name,Play Rate,Atk Win,Def Win,Num Matches
0,Lotus,0.142,0.525,0.475,1571485
1,Breeze,0.141,0.504,0.496,1558443
2,Sunset,0.141,0.496,0.504,1561942
3,Split,0.14300000000000002,0.489,0.511,1580660
4,Bind,0.14300000000000002,0.484,0.516,1584102
5,Ascent,0.14300000000000002,0.475,0.525,1582756
