,Map Name,Play Rate,Atk Win,Def Win,Num Matches
0,Lotus,0.142,0.513,0.48700000000000004,8642
1,Breeze,0.142,0.491,0.509,8629
2,Sunset,0.141,0.484,0.516,8527
3,Bind,0.142,0.47700000000000004,0.523,8634
4,Split,0.14300000000000002,0.473,0.527,8660
5,Ascent,0.146,0.451,0.5489999999999999,8842
