,Map Name,Play Rate,Atk Win,Def Win,Num Matches
0,Lotus,0.142,0.526,0.474,1546094
1,Breeze,0.141,0.505,0.495,1534930
2,Sunset,0.141,0.496,0.504,1536332
3,Split,0.14300000000000002,0.489,0.511,1553490
4,Bind,0.14300000000000002,0.485,0.515,1558743
5,Ascent,0.14300000000000002,0.475,0.525,1558112
