,Map Name,Play Rate,Atk Win,Def Win,Num Matches
0,Lotus,14.2%,51.4%,48.6%,"29,279"
1,Breeze,14.3%,49.4%,50.6%,"29,430"
2,Sunset,14.1%,48.6%,51.4%,"29,150"
3,Bind,14.3%,47.5%,52.5%,"29,415"
4,Split,14.3%,47.3%,52.7%,"29,510"
5,Ascent,14.4%,45.5%,54.5%,"29,574"
