,Map Name,Play Rate,Atk Win,Def Win,Num Matches
0,Lotus,0.142,0.514,0.486,276157
1,Breeze,0.142,0.496,0.504,274780
2,Sunset,0.141,0.489,0.511,273331
3,Split,0.14300000000000002,0.478,0.522,276767
4,Bind,0.14400000000000002,0.473,0.527,278403
5,Ascent,0.14400000000000002,0.462,0.5379999999999999,278634
