,Map Name,Play Rate,Atk Win,Def Win,Num Matches
0,Lotus,14.2%,52.8%,47.2%,"1,553,923"
1,Breeze,14.1%,50.6%,49.4%,"1,543,296"
2,Sunset,14.2%,49.7%,50.3%,"1,548,897"
3,Split,14.3%,49.0%,51.0%,"1,563,865"
4,Bind,14.3%,48.6%,51.4%,"1,566,286"
5,Ascent,14.3%,47.5%,52.5%,"1,565,356"
