,Map Name,Play Rate,Atk Win,Def Win,Num Matches
0,Lotus,0.142,0.515,0.485,172801
1,Breeze,0.142,0.496,0.504,172511
2,Sunset,0.141,0.489,0.511,171081
3,Split,0.14300000000000002,0.47600000000000003,0.524,173420
4,Bind,0.14400000000000002,0.47200000000000003,0.528,174187
5,Ascent,0.14400000000000002,0.461,0.539,174550
