,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Outlaw,0.5,12.3%,81.6%,6.1%,129.9
1,Operator,0.7,9.8%,85.1%,5.1%,120.4
2,Vandal,0.7,13.9%,75.3%,10.8%,117.9
3,Guardian,0.6,13.5%,77.1%,9.4%,115.3
4,Phantom,0.7,11.9%,75.2%,13.0%,110.8
5,Odin,0.9,7.5%,69.0%,23.5%,105.5
6,Bulldog,0.6,11.3%,76.6%,12.1%,94.8
7,Marshal,0.4,19.4%,74.9%,5.7%,92.9
8,Ares,0.6,9.1%,71.5%,19.4%,92.7
9,Spectre,0.6,10.2%,76.0%,13.9%,87.4
10,Sheriff,0.5,19.2%,73.9%,6.9%,87
11,Judge,0.6,10.7%,73.5%,15.8%,84
12,Ghost,0.6,14.9%,76.1%,9.0%,77.7
13,Stinger,0.5,13.8%,74.2%,12.1%,75.3
14,Bucky,0.5,12.4%,75.6%,12.1%,73.3
15,Frenzy,0.5,13.1%,74.9%,12.0%,62.8
16,Classic,0.4,12.7%,77.0%,10.3%,61.4
17,Shorty,0.5,12.8%,73.7%,13.5%,57.4
