,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.9,9.9%,86.0%,4.1%,131.5
1,Outlaw,0.7,13.7%,82.1%,4.2%,127.1
2,Vandal,0.8,24.5%,69.9%,5.6%,125.1
3,Phantom,0.8,21.1%,72.3%,6.6%,116.8
4,Guardian,0.7,28.7%,67.3%,4.0%,114.8
5,Odin,0.9,11.1%,73.2%,15.7%,104.4
6,Sheriff,0.5,30.3%,66.2%,3.5%,95.5
7,Marshal,0.5,24.8%,71.6%,3.6%,94.3
8,Bulldog,0.7,20.8%,72.6%,6.6%,92.1
9,Judge,0.7,12.9%,75.4%,11.7%,88.6
10,Spectre,0.7,16.9%,74.8%,8.3%,83.4
11,Ares,0.6,13.6%,73.1%,13.2%,82.1
12,Stinger,0.6,17.8%,74.9%,7.3%,81.4
13,Ghost,0.8,27.5%,68.5%,4.1%,78.8
14,Bucky,0.5,15.3%,77.1%,7.6%,78.1
15,Shorty,0.5,14.7%,76.4%,8.9%,69.7
16,Classic,0.4,23.1%,71.7%,5.2%,68
17,Frenzy,0.6,19.7%,73.2%,7.1%,63.6
