,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.9,9.9%,85.8%,4.3%,132
1,Outlaw,0.7,13.5%,82.3%,4.2%,125.8
2,Vandal,0.8,25.8%,68.7%,5.5%,125.3
3,Phantom,0.8,22.2%,71.3%,6.5%,116.7
4,Guardian,0.7,30.1%,65.9%,3.9%,113.8
5,Odin,0.8,11.4%,73.3%,15.4%,103.3
6,Sheriff,0.5,31.6%,65.1%,3.4%,96.7
7,Marshal,0.5,25.7%,70.7%,3.5%,94.4
8,Bulldog,0.7,22.4%,71.3%,6.3%,91.7
9,Judge,0.7,12.8%,75.4%,11.8%,88.3
10,Spectre,0.7,17.8%,74.1%,8.0%,82.2
11,Ares,0.6,14.2%,72.9%,12.8%,81.3
12,Stinger,0.5,18.2%,74.7%,7.1%,80.7
13,Ghost,0.8,29.1%,67.1%,3.9%,78.5
14,Bucky,0.5,15.2%,77.1%,7.7%,77.8
15,Shorty,0.6,14.6%,76.4%,8.9%,71
16,Classic,0.4,24.2%,70.8%,5.0%,68.2
17,Frenzy,0.6,20.6%,72.5%,6.9%,63.6
