,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Outlaw,0.6,12.4%,82.1%,5.5%,131.2
1,Operator,0.8,9.8%,85.5%,4.7%,123.5
2,Vandal,0.8,15.0%,75.5%,9.5%,119.5
3,Guardian,0.6,15.2%,76.9%,7.9%,116.1
4,Phantom,0.8,12.7%,75.8%,11.5%,112.1
5,Odin,0.9,7.7%,70.2%,22.1%,106.5
6,Marshal,0.4,20.5%,74.5%,5.0%,95.1
7,Bulldog,0.6,12.0%,77.1%,11.0%,95
8,Ares,0.6,9.4%,72.2%,18.4%,92.8
9,Sheriff,0.5,20.7%,73.4%,5.9%,88.3
10,Spectre,0.6,10.5%,76.6%,12.9%,87.7
11,Judge,0.6,11.2%,74.3%,14.5%,85.2
12,Ghost,0.7,16.2%,75.8%,7.9%,78.6
13,Stinger,0.5,14.3%,74.9%,10.9%,78
14,Bucky,0.5,13.2%,76.1%,10.7%,75
15,Frenzy,0.6,13.5%,75.3%,11.1%,63.5
16,Classic,0.4,13.8%,77.0%,9.2%,62.7
17,Shorty,0.5,13.3%,74.2%,12.5%,59.2
