,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Gekko,0.71,10.2,14.4,4.2,51.7%,5.8%,152,"14,192"
1,Harbor,0.71,10.2,14.4,4.5,50.9%,1.1%,152,"2,684"
2,Sage,0.68,9.6,14,5.2,50.8%,12.4%,144,"30,202"
3,Viper,0.76,10.6,13.9,4.1,50.8%,4.2%,160,"10,238"
4,Reyna,0.94,13.4,14.3,4.1,50.3%,10.6%,199,"25,922"
5,Cypher,0.8,10.9,13.6,4.3,50.1%,4.9%,160,"11,949"
6,Sova,0.74,10.4,14,4.1,49.4%,4.4%,158,"10,802"
7,Jett,0.89,12.6,14.3,3.4,49.2%,5.7%,189,"13,820"
8,Skye,0.71,10.2,14.4,5.7,49.2%,4.2%,154,"10,301"
9,Killjoy,0.73,10,13.8,3.6,49.0%,2.8%,155,"6,811"
10,Fade,0.71,10.2,14.5,5.4,48.8%,3.0%,155,"7,392"
11,Omen,0.78,11.2,14.4,3.8,48.7%,6.7%,165,"16,248"
12,Brimstone,0.76,10.7,14.2,4.8,48.7%,3.0%,162,"7,238"
13,Raze,0.81,11.7,14.5,4,48.7%,5.8%,179,"14,128"
14,Deadlock,0.76,10.9,14.4,3.7,48.6%,1.9%,161,"4,707"
15,Chamber,0.84,11.7,14,3.3,48.4%,2.3%,173,"5,594"
16,Phoenix,0.84,11.9,14.2,3.8,48.4%,4.7%,180,"11,523"
17,KAY/O,0.7,10.1,14.5,6.2,48.2%,2.4%,156,"5,870"
18,Breach,0.79,11,14,4.4,48.1%,1.1%,167,"2,723"
19,Neon,0.81,11.8,14.6,3.7,47.8%,4.5%,178,"10,969"
20,Yoru,0.81,11.6,14.4,3.7,47.5%,5.4%,172,"13,244"
21,Astra,0.84,11.2,13.3,3.7,46.8%,0.4%,166,"1,080"
22,Iso,0.78,11.6,14.9,3.7,46.7%,2.6%,177,"6,254"
