,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.12,17.5,15.7,3.9,50.9%,13.8%,237,"58,595"
1,Cypher,1.02,15,14.7,4,50.8%,12.7%,200,"54,042"
2,Deadlock,1.03,15.6,15,3.5,50.7%,0.4%,206,"1,535"
3,Phoenix,1.1,17.1,15.5,4,50.5%,0.8%,234,"3,222"
4,Sage,0.94,14.2,15,6.1,50.3%,1.0%,195,"4,052"
5,Brimstone,0.92,13.6,14.8,6.8,50.2%,0.1%,191,631
6,Skye,0.97,14.9,15.4,6.2,50.0%,1.3%,202,"5,526"
7,Jett,1.09,17.3,15.9,3.1,50.0%,20.1%,235,"85,317"
8,Viper,1,14.8,14.7,4.9,49.9%,18.1%,200,"76,755"
9,Gekko,0.94,14.2,15.1,4.4,49.8%,0.9%,191,"3,862"
10,Sova,0.97,14.4,14.8,5.3,49.5%,15.7%,196,"66,457"
11,Yoru,1.03,16.3,15.8,4,49.5%,2.4%,220,"10,252"
12,Astra,1.01,15.4,15.2,5.4,49.4%,0.1%,204,348
13,Breach,0.93,14.3,15.4,6.7,49.0%,0.1%,195,571
14,Neon,1.01,16.6,16.5,4,48.9%,1.0%,227,"4,405"
15,Killjoy,1.03,15.5,15,2.9,48.5%,0.1%,209,359
16,Raze,0.99,15.7,15.9,3.7,48.4%,0.6%,220,"2,355"
17,Chamber,1.11,16.8,15.1,2.6,48.2%,6.7%,222,"28,398"
18,Fade,0.98,14.8,15.1,5.7,47.2%,0.2%,201,689
19,Omen,0.97,14.9,15.4,5,47.0%,0.3%,201,"1,086"
20,Harbor,0.91,14,15.3,5.2,46.7%,0.6%,187,"2,456"
21,KAY/O,0.93,14.4,15.5,8.4,46.3%,2.4%,200,"10,123"
22,Iso,1.03,16.7,16.1,3.6,45.3%,0.8%,228,"3,296"
