,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Gekko,0.84,12.2,14.6,4.6,50.3%,5.1%,177,"103,977"
1,Reyna,1.09,16.1,14.8,4.4,50.2%,11.2%,232,"229,096"
2,Viper,0.91,12.9,14.2,4.6,50.2%,6.1%,187,"123,992"
3,Jett,1.03,15.4,14.9,3.7,50.1%,6.1%,223,"124,418"
4,Cypher,0.92,12.8,14,4.5,50.1%,7.9%,182,"162,181"
5,Sage,0.82,11.8,14.4,6.1,49.7%,10.5%,172,"214,523"
6,Chamber,1.02,14.4,14.2,3.4,49.6%,3.3%,205,"68,054"
7,Deadlock,0.89,13,14.6,3.9,49.3%,1.6%,186,"33,472"
8,Phoenix,0.99,14.5,14.7,4.2,49.3%,3.5%,213,"72,290"
9,Killjoy,0.88,12.5,14.2,3.8,49.2%,2.7%,185,"54,729"
10,Astra,0.93,13.2,14.2,4.6,49.1%,0.6%,190,"11,779"
11,Fade,0.84,12.5,14.7,5.7,48.9%,2.3%,183,"47,933"
12,Neon,0.95,14.6,15.3,4.1,48.9%,3.4%,212,"70,324"
13,Skye,0.84,12.3,14.7,6.4,48.8%,5.1%,181,"105,343"
14,Sova,0.86,12.4,14.4,4.7,48.8%,4.6%,181,"93,732"
15,Breach,0.88,13.2,15,5.1,48.7%,1.5%,191,"30,549"
16,Brimstone,0.88,12.7,14.5,5.7,48.4%,3.4%,188,"68,789"
17,Raze,0.93,14,15.1,4.3,48.0%,4.5%,208,"92,416"
18,Omen,0.9,13.3,14.7,4.4,48.0%,7.1%,191,"145,212"
19,Harbor,0.83,12.2,14.7,4.9,47.8%,1.5%,177,"30,223"
20,Iso,0.93,14.3,15.4,4,47.3%,2.2%,210,"44,469"
21,Yoru,0.93,13.8,14.9,4.1,47.2%,3.3%,200,"68,043"
22,KAY/O,0.82,12.2,14.9,7,46.6%,2.6%,182,"53,066"
