,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Jett,1.07,16.1,15,3.7,50.6%,6.9%,231,"196,036"
1,Reyna,1.13,16.7,14.8,4.3,50.5%,11.7%,240,"333,065"
2,Gekko,0.87,12.7,14.6,4.6,50.3%,4.6%,183,"131,653"
3,Cypher,0.95,13.3,14,4.5,50.3%,8.4%,188,"239,108"
4,Viper,0.94,13.4,14.2,4.7,50.2%,6.8%,193,"195,397"
5,Chamber,1.06,15.1,14.3,3.3,49.6%,3.7%,212,"107,024"
6,Neon,0.98,15.2,15.4,4.1,49.6%,3.2%,219,"91,491"
7,Sage,0.85,12.3,14.5,6.2,49.6%,9.6%,178,"274,880"
8,Phoenix,1.03,15.2,14.7,4.2,49.5%,3.3%,221,"94,844"
9,Sova,0.9,12.9,14.4,4.8,49.5%,4.8%,187,"136,111"
10,Astra,0.98,13.9,14.3,4.7,49.2%,0.6%,198,"18,221"
11,Deadlock,0.92,13.5,14.6,3.9,49.2%,1.5%,192,"43,133"
12,Killjoy,0.91,12.9,14.2,3.8,49.0%,2.5%,190,"72,627"
13,Fade,0.88,13,14.7,5.7,48.9%,2.0%,189,"57,837"
14,Skye,0.88,12.9,14.7,6.4,48.5%,5.1%,187,"145,871"
15,Breach,0.9,13.5,15,5.2,48.5%,1.5%,195,"43,912"
16,Brimstone,0.91,13.2,14.6,5.9,48.5%,3.4%,193,"96,056"
17,Omen,0.94,13.8,14.7,4.6,48.2%,6.7%,197,"192,084"
18,Raze,0.96,14.5,15.2,4.3,48.0%,4.3%,215,"121,854"
19,Harbor,0.86,12.7,14.8,5,47.9%,1.5%,182,"44,146"
20,Yoru,0.97,14.5,14.9,4.1,47.7%,2.9%,208,"83,853"
21,Iso,0.97,14.9,15.4,4,47.2%,2.2%,218,"61,973"
22,KAY/O,0.85,12.8,15,7.1,46.6%,2.6%,188,"75,514"
