,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.16,17.7,15.3,4.1,50.7%,12.5%,247,"398,074"
1,Viper,1,14.4,14.5,4.7,50.3%,12.1%,201,"383,732"
2,Phoenix,1.1,16.7,15.1,4.1,50.3%,2.3%,235,"71,884"
3,Sova,0.97,14.1,14.5,5,50.1%,7.5%,197,"239,309"
4,Jett,1.12,17.3,15.5,3.4,50.1%,12.5%,241,"396,452"
5,Gekko,0.91,13.6,14.9,4.6,49.8%,3.2%,189,"100,791"
6,Cypher,1,14.2,14.3,4.3,49.8%,9.9%,195,"312,971"
7,Chamber,1.11,16.4,14.7,3,49.6%,6.2%,223,"196,346"
8,Neon,1.02,16.2,15.9,4,49.4%,2.3%,229,"71,732"
9,Sage,0.89,13.1,14.8,6.4,49.4%,5.6%,184,"177,697"
10,Deadlock,0.98,14.5,14.8,3.7,49.3%,0.9%,201,"29,321"
11,Fade,0.94,14.1,15,5.6,48.9%,1.1%,198,"34,752"
12,Skye,0.93,13.9,15,6.5,48.5%,4.1%,196,"129,671"
13,Yoru,1.02,15.7,15.4,4,48.0%,2.2%,219,"71,109"
14,Astra,1.02,14.8,14.6,5,48.0%,0.7%,205,"21,071"
15,Raze,0.99,15.5,15.6,4,47.6%,2.7%,223,"84,753"
16,Brimstone,0.93,13.8,14.9,6.3,47.4%,1.8%,197,"58,462"
17,Breach,0.93,14.2,15.3,5.5,47.3%,1.2%,200,"39,373"
18,Killjoy,0.95,13.8,14.6,3.5,47.2%,1.2%,195,"38,211"
19,Omen,0.96,14.4,15.1,4.9,46.9%,3.9%,201,"124,350"
20,Harbor,0.91,13.7,15,5,46.8%,1.5%,190,"46,423"
21,Iso,1.02,16.2,15.8,3.8,46.7%,1.8%,228,"58,163"
22,KAY/O,0.9,13.8,15.3,7.6,46.4%,2.9%,197,"91,893"
