,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Jett,1.12,17.2,15.4,3.5,50.4%,11.5%,240,"402,297"
1,Reyna,1.15,17.5,15.2,4.2,50.4%,12.4%,246,"432,680"
2,Viper,0.99,14.3,14.5,4.7,50.1%,11.3%,199,"392,510"
3,Phoenix,1.09,16.4,15.1,4.1,50.1%,2.4%,232,"84,597"
4,Sova,0.95,13.8,14.5,5,50.0%,7.0%,195,"243,609"
5,Gekko,0.9,13.4,14.9,4.6,49.9%,3.4%,187,"118,115"
6,Chamber,1.1,16.1,14.6,3,49.8%,5.8%,221,"200,704"
7,Cypher,0.98,14,14.3,4.3,49.8%,9.7%,193,"338,759"
8,Sage,0.87,12.9,14.7,6.3,49.4%,6.2%,182,"217,444"
9,Neon,1.01,16.1,15.9,4,49.0%,2.4%,227,"82,509"
10,Deadlock,0.96,14.2,14.8,3.7,49.0%,1.0%,198,"35,465"
11,Fade,0.92,13.8,15,5.6,48.8%,1.2%,195,"42,230"
12,Skye,0.91,13.7,15,6.5,48.4%,4.3%,193,"150,462"
13,Killjoy,0.94,13.6,14.5,3.5,48.0%,1.4%,193,"48,690"
14,Astra,1.01,14.6,14.5,5,47.8%,0.7%,204,"24,342"
15,Yoru,1.01,15.6,15.4,4,47.6%,2.3%,217,"79,197"
16,Breach,0.92,14,15.3,5.4,47.5%,1.3%,199,"46,398"
17,Omen,0.95,14.3,15,4.8,47.5%,4.4%,200,"152,778"
18,Raze,0.99,15.3,15.6,4.1,47.4%,2.9%,221,"102,333"
19,Brimstone,0.92,13.6,14.9,6.3,47.3%,2.1%,195,"74,486"
20,Harbor,0.9,13.5,15,5,47.1%,1.5%,188,"52,659"
21,Iso,1.01,16,15.8,3.9,46.7%,1.9%,227,"66,584"
22,KAY/O,0.89,13.6,15.3,7.5,45.9%,2.9%,195,"100,111"
