,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.19,18,15.1,4.2,51.1%,12.9%,253,"463,682"
1,Jett,1.15,17.5,15.3,3.5,50.7%,11.0%,246,"395,233"
2,Phoenix,1.12,16.7,15,4.2,50.6%,2.6%,237,"94,612"
3,Viper,1.01,14.5,14.3,4.7,50.6%,10.2%,203,"365,610"
4,Gekko,0.92,13.6,14.8,4.6,50.2%,3.5%,191,"126,158"
5,Sova,0.97,14,14.4,5,50.0%,6.3%,198,"228,077"
6,Chamber,1.13,16.4,14.5,3.1,50.0%,5.4%,225,"192,826"
7,Cypher,1,14.2,14.2,4.3,49.9%,9.3%,196,"335,456"
8,Sage,0.89,13.1,14.6,6.3,49.8%,6.7%,186,"241,423"
9,Neon,1.04,16.4,15.7,4,49.4%,2.5%,233,"91,082"
10,Fade,0.94,14,14.9,5.7,49.4%,1.3%,199,"46,979"
11,Skye,0.93,13.9,14.9,6.5,48.8%,4.4%,197,"157,888"
12,Deadlock,0.98,14.4,14.7,3.8,48.7%,1.1%,201,"38,381"
13,Astra,1.03,14.9,14.5,4.9,48.4%,0.7%,208,"25,253"
14,Yoru,1.04,15.8,15.2,4.1,48.2%,2.4%,221,"85,096"
15,Killjoy,0.95,13.7,14.4,3.6,48.0%,1.6%,196,"57,158"
16,Raze,1.01,15.7,15.4,4.1,47.9%,3.2%,226,"116,433"
17,Breach,0.94,14.3,15.2,5.4,47.9%,1.4%,204,"50,086"
18,Omen,0.98,14.6,14.9,4.8,47.7%,4.9%,204,"175,192"
19,Brimstone,0.94,13.9,14.8,6.2,47.6%,2.4%,199,"87,095"
20,Harbor,0.92,13.7,14.9,5,47.3%,1.5%,192,"54,940"
21,Iso,1.04,16.3,15.7,3.9,46.9%,2.0%,233,"71,760"
22,KAY/O,0.91,13.8,15.2,7.5,46.7%,2.8%,198,"99,026"
