,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.18,17.7,15,4.2,50.8%,12.6%,251,"435,967"
1,Jett,1.14,17.3,15.2,3.5,50.7%,9.9%,243,"341,574"
2,Viper,0.99,14.2,14.3,4.7,50.4%,9.4%,201,"325,446"
3,Gekko,0.91,13.4,14.8,4.6,50.2%,3.7%,189,"129,145"
4,Phoenix,1.1,16.4,14.9,4.2,50.0%,2.8%,234,"95,825"
5,Chamber,1.12,16.1,14.4,3.1,49.9%,4.9%,223,"170,867"
6,Cypher,0.99,14,14.1,4.4,49.8%,9.3%,194,"320,904"
7,Sova,0.95,13.7,14.4,4.9,49.7%,5.8%,195,"201,707"
8,Neon,1.03,16.2,15.7,4.1,49.6%,2.7%,231,"93,016"
9,Sage,0.88,12.9,14.6,6.3,49.5%,7.3%,184,"253,705"
10,Deadlock,0.97,14.3,14.7,3.8,48.8%,1.2%,200,"40,041"
11,Astra,1.02,14.8,14.5,4.9,48.7%,0.7%,206,"24,254"
12,Skye,0.92,13.6,14.9,6.5,48.6%,4.6%,194,"157,825"
13,Fade,0.92,13.7,14.9,5.6,48.6%,1.4%,196,"50,072"
14,Killjoy,0.94,13.5,14.4,3.6,48.1%,1.8%,195,"62,085"
15,Yoru,1.03,15.5,15.1,4.1,47.7%,2.4%,219,"84,327"
16,Omen,0.97,14.4,14.9,4.7,47.6%,5.4%,203,"187,543"
17,Breach,0.93,14.1,15.2,5.3,47.5%,1.5%,201,"50,936"
18,Raze,1,15.5,15.4,4.2,47.5%,3.5%,224,"121,489"
19,Harbor,0.91,13.5,14.9,5,47.5%,1.6%,190,"54,359"
20,Brimstone,0.93,13.8,14.7,6.1,47.3%,2.7%,199,"93,114"
21,Iso,1.03,16,15.6,3.9,47.0%,2.0%,230,"70,655"
22,KAY/O,0.89,13.5,15.1,7.4,46.3%,2.7%,196,"95,146"
