,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.16,17.3,14.9,4.3,51.1%,12.2%,246,"367,170"
1,Jett,1.11,16.6,15,3.6,50.9%,7.8%,237,"234,646"
2,Gekko,0.89,13.1,14.7,4.6,50.7%,4.3%,187,"130,573"
3,Phoenix,1.07,15.8,14.8,4.2,50.5%,3.1%,228,"93,531"
4,Viper,0.97,13.8,14.3,4.7,50.3%,7.7%,197,"232,152"
5,Neon,1.02,15.7,15.5,4.1,49.8%,3.0%,226,"89,837"
6,Cypher,0.97,13.6,14,4.4,49.8%,9.0%,191,"269,546"
7,Sage,0.87,12.6,14.5,6.3,49.7%,8.7%,182,"260,898"
8,Chamber,1.09,15.6,14.3,3.3,49.7%,4.1%,218,"123,799"
9,Sova,0.92,13.3,14.4,4.8,49.5%,5.0%,191,"150,351"
10,Fade,0.91,13.4,14.8,5.7,49.3%,1.8%,193,"53,416"
11,Killjoy,0.94,13.3,14.2,3.7,49.2%,2.3%,193,"68,707"
12,Skye,0.9,13.3,14.7,6.5,49.1%,4.9%,192,"147,030"
13,Deadlock,0.95,13.9,14.6,3.9,49.1%,1.4%,197,"41,175"
14,Omen,0.96,14.1,14.7,4.6,48.7%,6.4%,201,"192,176"
15,Breach,0.92,13.8,15.1,5.2,48.5%,1.5%,198,"46,385"
16,Raze,0.99,15,15.2,4.2,48.5%,4.0%,220,"120,769"
17,Brimstone,0.92,13.5,14.6,6,48.4%,3.2%,196,"95,602"
18,Astra,1,14.3,14.3,4.7,48.3%,0.7%,202,"20,053"
19,Yoru,0.99,14.9,15,4.1,47.9%,2.7%,213,"81,033"
20,Harbor,0.88,13.1,14.8,5,47.9%,1.6%,186,"47,448"
21,Iso,1,15.5,15.4,4,47.5%,2.1%,225,"63,942"
22,KAY/O,0.88,13.2,15,7.3,47.2%,2.7%,193,"79,882"
