,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.11,17.5,15.7,4,50.5%,13.3%,238,"93,399"
1,Cypher,1.02,15,14.6,4,50.3%,12.4%,199,"86,755"
2,Phoenix,1.09,16.9,15.4,4,50.0%,0.9%,232,"6,141"
3,Gekko,0.94,14.1,15,4.5,49.8%,1.1%,191,"7,925"
4,Viper,1,14.7,14.7,4.9,49.7%,18.0%,200,"126,018"
5,Sova,0.97,14.3,14.8,5.3,49.7%,15.1%,196,"105,796"
6,Sage,0.94,14.1,15,6.2,49.6%,1.2%,194,"8,381"
7,Neon,1,16.3,16.3,3.9,49.5%,1.1%,225,"7,859"
8,Jett,1.09,17.4,15.9,3.1,49.5%,19.3%,235,"135,056"
9,Skye,0.96,14.7,15.3,6.2,49.4%,1.6%,201,"11,294"
10,Deadlock,1.01,15.4,15.2,3.5,49.0%,0.3%,206,"2,428"
11,Chamber,1.11,16.8,15.1,2.6,49.0%,7.1%,222,"49,588"
12,Yoru,1.03,16.2,15.7,4,48.9%,2.4%,220,"16,666"
13,Killjoy,1,14.8,14.8,3.1,47.6%,0.1%,202,839
14,Brimstone,0.93,13.9,15,6.7,47.2%,0.2%,195,"1,327"
15,Raze,0.98,15.6,16,3.8,46.8%,0.7%,220,"4,623"
16,Fade,0.95,14.4,15.2,5.6,46.4%,0.2%,198,"1,615"
17,Harbor,0.93,14.2,15.3,5.1,45.7%,0.7%,190,"4,753"
18,Breach,0.92,14.5,15.6,6.4,45.0%,0.2%,198,"1,430"
19,KAY/O,0.92,14.3,15.5,8.3,44.7%,2.6%,199,"18,086"
20,Iso,1.02,16.4,16.1,3.6,44.2%,0.9%,226,"6,286"
21,Astra,1,14.9,14.9,5.4,43.5%,0.1%,204,848
22,Omen,0.95,14.4,15.3,5,43.1%,0.4%,198,"2,651"
