,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.1,16.9,15.4,4,50.7%,1.1%,233,"14,214"
1,Reyna,1.12,17.5,15.6,4,50.5%,12.5%,239,"162,933"
2,Cypher,1.01,14.8,14.6,4.1,50.1%,11.9%,198,"154,862"
3,Sova,0.97,14.2,14.7,5.2,50.1%,13.6%,196,"177,037"
4,Viper,1,14.6,14.7,4.8,49.9%,17.5%,199,"227,240"
5,Gekko,0.93,14,15.1,4.5,49.7%,1.6%,189,"20,802"
6,Jett,1.09,17.3,15.8,3.2,49.6%,17.8%,236,"231,090"
7,Sage,0.91,13.7,15,6.3,49.6%,2.0%,189,"26,219"
8,Fade,0.95,14.4,15.1,5.6,49.3%,0.4%,198,"5,165"
9,Chamber,1.11,16.6,15,2.7,49.2%,7.5%,222,"97,978"
10,Deadlock,1,15.1,15,3.5,48.8%,0.5%,203,"6,054"
11,Neon,1,16.3,16.3,4,48.3%,1.3%,225,"17,328"
12,Yoru,1.02,16,15.7,4,48.2%,2.2%,219,"28,100"
13,Skye,0.94,14.4,15.3,6.3,48.1%,2.5%,198,"31,945"
14,Killjoy,0.96,14.3,14.9,3.2,48.0%,0.2%,196,"2,959"
15,Astra,1.01,15,14.9,5.2,47.6%,0.2%,203,"2,786"
16,Brimstone,0.93,14,15.1,6.6,47.4%,0.4%,197,"4,592"
17,Raze,0.99,15.7,15.9,3.8,46.8%,1.0%,220,"12,557"
18,Omen,0.95,14.6,15.3,5,46.5%,0.8%,199,"10,480"
19,Harbor,0.91,13.9,15.3,5.1,46.4%,0.9%,188,"11,962"
20,Breach,0.91,14.2,15.5,6,45.8%,0.4%,196,"4,790"
21,Iso,1.02,16.4,16.1,3.7,45.7%,1.1%,227,"14,276"
22,KAY/O,0.91,14.2,15.6,8.1,44.7%,2.8%,198,"36,248"
