,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Killjoy,1.18,13,11,2,100.0%,0.0%,183,1
1,Breach,1.08,17.3,16,6,66.7%,0.0%,216,3
2,Yoru,1.04,16.4,15.7,3.9,51.5%,2.7%,221,"2,493"
3,Phoenix,1.08,16.5,15.3,3.9,51.3%,0.6%,229,517
4,Chamber,1.15,17.3,15,2.4,50.8%,4.2%,227,"3,855"
5,Reyna,1.1,17.3,15.7,3.9,50.8%,14.8%,234,"13,665"
6,Deadlock,1.01,15.2,15,3.3,50.7%,0.3%,203,300
7,Jett,1.1,17.5,15.9,2.9,50.6%,20.8%,235,"19,168"
8,Viper,1.01,14.8,14.6,5,50.3%,18.2%,200,"16,755"
9,Cypher,1.03,15.2,14.7,3.9,50.1%,14.9%,200,"13,729"
10,Skye,0.96,14.5,15.1,6.1,49.8%,0.5%,200,502
11,Sova,0.99,14.6,14.8,5.2,49.6%,17.3%,198,"15,961"
12,Sage,0.98,14.4,14.8,5.5,48.8%,0.3%,200,252
13,Gekko,0.98,15,15.2,4.3,48.4%,0.6%,198,560
14,Harbor,0.96,14.5,15.2,5,48.2%,0.4%,194,363
15,Omen,1.01,15.2,15.1,5.1,48.0%,0.2%,209,152
16,Iso,1.06,17,16.1,3.4,47.7%,0.6%,231,555
17,Neon,1,16.6,16.6,3.8,47.4%,0.7%,229,647
18,KAY/O,0.93,14.5,15.5,8.8,45.4%,2.4%,199,"2,168"
19,Raze,0.96,15.4,16,3.6,43.6%,0.4%,218,369
20,Brimstone,0.96,15,15.6,6.9,36.0%,0.0%,205,25
21,Astra,1.69,27,16,8,0.0%,0.0%,321,1
