,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Jett,1.12,17,15.1,3.6,50.6%,8.9%,240,"318,403"
1,Reyna,1.17,17.5,15,4.3,50.6%,12.4%,248,"443,818"
2,Viper,0.98,14,14.3,4.7,50.4%,8.6%,198,"309,438"
3,Gekko,0.89,13.2,14.7,4.6,50.1%,4.0%,187,"142,581"
4,Cypher,0.98,13.7,14.1,4.4,49.8%,9.0%,192,"323,096"
5,Chamber,1.1,15.8,14.4,3.2,49.8%,4.5%,220,"163,239"
6,Phoenix,1.08,16.1,14.9,4.2,49.6%,2.9%,230,"104,828"
7,Sova,0.93,13.4,14.4,4.9,49.5%,5.5%,192,"196,725"
8,Neon,1.02,15.9,15.6,4.1,49.5%,2.8%,228,"100,814"
9,Sage,0.87,12.7,14.6,6.3,49.4%,8.1%,182,"290,076"
10,Fade,0.91,13.5,14.8,5.7,48.7%,1.6%,194,"57,358"
11,Deadlock,0.95,14,14.7,3.8,48.5%,1.3%,197,"45,180"
12,Skye,0.9,13.4,14.8,6.5,48.5%,4.8%,192,"171,906"
13,Astra,1,14.4,14.4,4.8,48.2%,0.7%,203,"24,460"
14,Killjoy,0.93,13.3,14.3,3.6,48.2%,2.0%,193,"72,756"
15,Raze,0.99,15.2,15.3,4.2,47.9%,3.7%,222,"134,099"
16,Harbor,0.9,13.3,14.8,5,47.9%,1.6%,188,"56,503"
17,Omen,0.96,14.2,14.9,4.7,47.7%,5.9%,201,"210,965"
18,Brimstone,0.92,13.5,14.7,6.1,47.7%,3.0%,196,"106,115"
19,Breach,0.92,14,15.2,5.3,47.5%,1.5%,200,"54,762"
20,Yoru,1.01,15.2,15.1,4.1,47.5%,2.5%,215,"90,593"
21,Iso,1.02,15.8,15.5,4,47.3%,2.1%,227,"75,324"
22,KAY/O,0.88,13.3,15.1,7.3,46.4%,2.8%,193,"99,524"
