,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.12,17.5,15.6,4,50.4%,12.2%,240,"213,130"
1,Sova,0.96,14.1,14.7,5.2,50.0%,11.5%,195,"201,436"
2,Viper,0.99,14.5,14.7,4.8,50.0%,16.3%,199,"285,371"
3,Cypher,1,14.5,14.5,4.1,49.9%,11.1%,196,"195,024"
4,Gekko,0.92,13.8,15,4.5,49.8%,2.1%,188,"36,908"
5,Phoenix,1.09,16.7,15.4,4.1,49.7%,1.4%,233,"24,910"
6,Jett,1.09,17.2,15.8,3.3,49.6%,16.1%,236,"282,010"
7,Sage,0.9,13.5,15,6.3,49.6%,3.0%,187,"53,025"
8,Deadlock,0.99,14.9,15,3.6,49.1%,0.6%,201,"10,209"
9,Chamber,1.1,16.5,15,2.8,48.9%,7.6%,221,"132,855"
10,Fade,0.95,14.3,15,5.6,48.7%,0.6%,198,"10,672"
11,Neon,1,16.2,16.3,4,48.6%,1.6%,225,"27,369"
12,Skye,0.93,14.2,15.2,6.4,48.4%,3.2%,196,"56,513"
13,Yoru,1.02,15.9,15.6,4,48.1%,2.1%,219,"36,487"
14,Astra,1.01,14.9,14.8,5.2,46.5%,0.4%,203,"6,410"
15,Raze,0.98,15.5,15.9,3.9,46.3%,1.4%,219,"24,327"
16,Killjoy,0.95,14,14.8,3.3,46.1%,0.5%,195,"7,883"
17,Harbor,0.9,13.7,15.2,5,46.0%,1.2%,188,"20,181"
18,Brimstone,0.91,13.7,15.1,6.6,45.4%,0.7%,194,"11,657"
19,Iso,1.01,16.2,16.1,3.7,45.4%,1.3%,226,"23,471"
20,Omen,0.95,14.5,15.3,5,45.4%,1.5%,198,"26,623"
21,Breach,0.91,14.2,15.5,5.8,45.2%,0.6%,197,"10,732"
22,KAY/O,0.9,14,15.5,7.9,45.2%,3.0%,197,"51,919"
