,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Raze,0.67,11.9,17.8,5.2,100.0%,0.0%,168,9
1,Harbor,0.92,13.9,15.1,5.8,59.1%,0.1%,191,22
2,Phoenix,1.23,17.8,14.5,3.9,59.0%,0.6%,246,178
3,Skye,1.11,16.2,14.6,5.8,55.6%,0.1%,213,27
4,Iso,1.12,18.1,16.2,4,55.5%,0.5%,244,155
5,Gekko,0.96,14.3,14.9,4.3,55.1%,0.6%,189,178
6,Chamber,1.19,17.6,14.8,2.4,54.9%,3.6%,230,"1,029"
7,Yoru,1.07,17.2,16.1,3.8,51.2%,3.2%,226,916
8,Cypher,1.06,15.7,14.8,4.1,51.2%,14.9%,206,"4,302"
9,Jett,1.13,18.1,16,2.9,51.1%,23.2%,242,"6,693"
10,Viper,1.05,15.5,14.8,5.2,51.0%,18.0%,207,"5,202"
11,Sova,1.03,15.3,14.8,5.3,50.8%,16.9%,205,"4,870"
12,Reyna,1.11,17.6,15.8,4,50.3%,14.3%,237,"4,145"
13,Killjoy,0.92,16.5,18,4,50.0%,0.0%,193,2
14,Deadlock,1.04,16,15.4,2.9,48.0%,0.2%,207,50
15,Neon,1.02,16.9,16.6,4.1,47.6%,0.4%,228,124
16,KAY/O,0.95,14.9,15.7,8.9,46.0%,3.3%,204,967
17,Breach,0.95,14.3,15,7.9,42.9%,0.0%,193,7
18,Sage,0.81,12.5,15.5,4.9,40.0%,0.1%,178,15
19,Omen,0.73,11.5,15.8,6.3,0.0%,0.0%,174,4
