,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.09,16.9,15.4,3.9,51.6%,0.7%,231,"1,646"
1,Sova,0.98,14.4,14.7,5.3,50.7%,16.5%,196,"38,985"
2,Sage,0.96,14.3,15,6,50.4%,0.7%,196,"1,608"
3,Cypher,1.02,15.1,14.7,4,50.4%,13.3%,199,"31,543"
4,Reyna,1.11,17.4,15.7,3.9,50.4%,14.1%,235,"33,399"
5,Viper,1,14.8,14.7,4.9,49.9%,17.9%,200,"42,334"
6,Fade,0.98,14.8,15.2,5.5,49.8%,0.1%,199,237
7,Neon,1,16.3,16.3,3.9,49.7%,0.9%,225,"2,203"
8,Yoru,1.03,16.3,15.8,4,49.6%,2.5%,220,"5,989"
9,Deadlock,1.03,15.8,15.4,3.5,49.4%,0.3%,208,724
10,Jett,1.08,17.3,16,3,49.2%,20.5%,233,"48,415"
11,Brimstone,0.97,14,14.5,7,48.8%,0.1%,199,240
12,Chamber,1.11,16.8,15.1,2.5,48.7%,6.2%,221,"14,630"
13,Gekko,0.94,14.3,15.3,4.5,48.5%,0.8%,191,"1,860"
14,Raze,1,16,16,3.7,47.9%,0.5%,222,"1,125"
15,Skye,0.96,14.8,15.4,6,47.5%,1.0%,201,"2,364"
16,Iso,1.04,16.8,16.1,3.5,47.4%,0.7%,230,"1,762"
17,Killjoy,0.94,13.2,14,2.8,47.2%,0.0%,194,106
18,Harbor,0.91,14.1,15.5,5.2,46.1%,0.5%,189,"1,135"
19,Astra,1.01,15.1,15,4.7,45.3%,0.1%,204,128
20,KAY/O,0.91,14.3,15.6,8.4,44.9%,2.3%,198,"5,485"
21,Omen,0.94,14.6,15.5,4.8,43.7%,0.2%,200,492
22,Breach,0.92,14.7,16,7,37.8%,0.1%,197,246
