,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.14,17.6,15.5,4.1,50.6%,12.3%,243,"262,006"
1,Cypher,1,14.5,14.4,4.2,50.1%,10.4%,196,"222,761"
2,Viper,0.99,14.5,14.6,4.8,50.1%,14.6%,200,"312,750"
3,Sova,0.97,14.1,14.6,5.1,50.0%,9.6%,196,"204,875"
4,Phoenix,1.1,16.8,15.3,4.1,50.0%,1.8%,234,"38,667"
5,Jett,1.11,17.3,15.7,3.3,49.8%,14.8%,239,"315,940"
6,Gekko,0.92,13.7,15,4.6,49.7%,2.7%,189,"56,657"
7,Chamber,1.11,16.5,14.9,2.9,49.4%,7.2%,222,"152,998"
8,Sage,0.89,13.3,14.9,6.3,49.3%,4.1%,185,"87,459"
9,Fade,0.94,14.2,15.1,5.6,49.1%,0.8%,197,"17,903"
10,Neon,1.01,16.3,16.2,4,48.8%,1.8%,227,"39,169"
11,Deadlock,0.99,14.7,14.9,3.7,48.7%,0.7%,201,"15,615"
12,Skye,0.93,14.1,15.1,6.4,48.2%,3.7%,195,"78,303"
13,Yoru,1.02,15.9,15.6,4,47.8%,2.1%,220,"45,448"
14,Astra,1.01,14.9,14.7,5.1,47.5%,0.5%,204,"11,202"
15,Brimstone,0.92,13.8,15,6.5,47.1%,1.1%,196,"23,757"
16,Killjoy,0.96,14,14.7,3.3,47.0%,0.7%,196,"15,049"
17,Breach,0.92,14.3,15.5,5.7,46.8%,0.9%,198,"18,618"
18,Raze,0.98,15.5,15.8,3.9,46.7%,1.9%,220,"40,217"
19,Harbor,0.91,13.8,15.1,5,46.3%,1.3%,190,"28,164"
20,Iso,1.02,16.3,16,3.8,46.2%,1.6%,228,"33,404"
21,Omen,0.95,14.5,15.2,5,46.1%,2.4%,199,"51,340"
22,KAY/O,0.91,14,15.4,7.8,45.9%,3.0%,198,"63,042"
