,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Outlaw,0.6,13.9%,81.3%,4.8%,130.9
1,Operator,0.8,10.6%,85.2%,4.2%,128.3
2,Vandal,0.8,17.3%,74.9%,7.8%,121.8
3,Guardian,0.7,19.0%,74.9%,6.1%,116.1
4,Phantom,0.8,14.4%,75.9%,9.7%,114.3
5,Odin,0.9,8.3%,71.7%,20.0%,106.1
6,Marshal,0.4,23.2%,72.2%,4.6%,97.4
7,Bulldog,0.7,13.6%,76.9%,9.5%,94.8
8,Ares,0.6,10.1%,73.0%,16.9%,91.1
9,Sheriff,0.5,23.4%,71.8%,4.8%,90.2
10,Spectre,0.7,11.5%,76.7%,11.8%,87.8
11,Judge,0.6,11.7%,74.1%,14.2%,84.5
12,Stinger,0.6,15.0%,75.1%,9.9%,80.5
13,Ghost,0.7,18.8%,74.6%,6.6%,79
14,Bucky,0.5,13.9%,76.2%,9.9%,74.1
15,Classic,0.4,16.0%,76.1%,7.9%,64.6
16,Frenzy,0.6,14.7%,75.1%,10.2%,64.4
17,Shorty,0.5,14.1%,74.2%,11.7%,60.8
