,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.8,10.9%,85.1%,4.0%,131.5
1,Vandal,0.8,24.3%,70.4%,5.4%,125.4
2,Outlaw,0.6,15.1%,80.8%,4.1%,125.4
3,Phantom,0.8,20.7%,72.8%,6.5%,117.2
4,Guardian,0.7,28.3%,67.5%,4.1%,114.7
5,Odin,0.8,10.6%,73.3%,16.1%,102.4
6,Marshal,0.5,26.4%,69.9%,3.7%,96.1
7,Sheriff,0.5,30.0%,66.6%,3.4%,95.6
8,Bulldog,0.7,20.2%,73.3%,6.5%,92.3
9,Judge,0.6,12.5%,74.9%,12.6%,85.3
10,Spectre,0.7,16.1%,75.3%,8.6%,83.6
11,Ares,0.6,13.5%,73.4%,13.1%,82.2
12,Stinger,0.6,17.4%,75.0%,7.6%,81.5
13,Ghost,0.8,26.8%,69.1%,4.1%,78.4
14,Bucky,0.5,15.0%,76.8%,8.2%,75.6
15,Shorty,0.5,15.3%,75.2%,9.5%,68.4
16,Classic,0.4,22.6%,72.1%,5.3%,67.6
17,Frenzy,0.5,19.2%,73.4%,7.4%,63.3
