,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.8,10.8%,85.1%,4.1%,131.6
1,Vandal,0.8,25.6%,69.3%,5.1%,125.6
2,Outlaw,0.6,15.1%,80.9%,3.9%,124.4
3,Phantom,0.8,22.0%,71.8%,6.2%,117.3
4,Guardian,0.7,30.0%,66.0%,4.0%,114.5
5,Odin,0.8,11.0%,73.2%,15.8%,101
6,Sheriff,0.5,31.1%,65.7%,3.2%,96.6
7,Marshal,0.5,27.0%,69.4%,3.7%,95.3
8,Bulldog,0.7,21.7%,72.1%,6.1%,91.7
9,Judge,0.6,12.4%,75.0%,12.6%,85
10,Spectre,0.8,17.1%,74.8%,8.1%,82.4
11,Stinger,0.5,17.8%,75.0%,7.2%,81
12,Ares,0.6,14.2%,73.3%,12.5%,80.4
13,Ghost,0.8,28.3%,67.9%,3.9%,78
14,Bucky,0.5,14.9%,77.0%,8.1%,75.3
15,Shorty,0.5,15.0%,75.6%,9.4%,69.7
16,Classic,0.4,23.7%,71.3%,5.0%,67.8
17,Frenzy,0.5,19.9%,73.1%,7.0%,63.3
