,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.9,10.8%,85.2%,4.0%,131.7
1,Vandal,0.8,24.9%,69.9%,5.2%,125.6
2,Outlaw,0.6,15.1%,80.8%,4.0%,124.9
3,Phantom,0.8,21.3%,72.4%,6.3%,117.4
4,Guardian,0.7,29.1%,66.8%,4.1%,114.8
5,Odin,0.8,10.9%,73.2%,15.9%,101.9
6,Sheriff,0.5,30.5%,66.2%,3.3%,96.2
7,Marshal,0.5,26.7%,69.7%,3.6%,96
8,Bulldog,0.7,20.9%,72.8%,6.3%,92.1
9,Judge,0.6,12.5%,75.0%,12.5%,85.6
10,Spectre,0.8,16.6%,75.0%,8.4%,83.1
11,Ares,0.6,13.6%,73.5%,12.9%,82
12,Stinger,0.6,17.5%,75.0%,7.4%,81.5
13,Ghost,0.8,27.5%,68.5%,4.0%,78.3
14,Bucky,0.5,14.9%,77.0%,8.2%,75.2
15,Shorty,0.5,15.2%,75.3%,9.5%,69.1
16,Classic,0.4,23.1%,71.7%,5.2%,67.8
17,Frenzy,0.5,19.5%,73.3%,7.2%,63.8
