,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Cypher,0.82,11.3,13.8,4.8,50.7%,5.1%,165,"12,550"
1,Sage,0.7,9.8,14.1,5.9,50.7%,12.7%,146,"31,091"
2,Skye,0.73,10.5,14.4,6.5,49.9%,4.4%,158,"10,646"
3,Brimstone,0.79,11.3,14.2,5.7,49.9%,3.2%,171,"7,787"
4,Raze,0.85,12.4,14.6,4.5,49.8%,6.5%,191,"15,873"
5,Jett,0.86,12.5,14.6,3.5,49.7%,5.5%,186,"13,324"
6,Omen,0.8,11.6,14.5,4.3,49.6%,7.5%,170,"18,212"
7,Deadlock,0.79,11.2,14.2,3.9,49.6%,2.1%,164,"5,186"
8,Killjoy,0.76,10.5,13.8,3.7,49.6%,3.3%,158,"7,930"
9,Reyna,0.92,13.4,14.6,4.2,49.6%,10.5%,198,"25,580"
10,Breach,0.8,11.4,14.2,4.8,49.2%,1.3%,171,"3,079"
11,Fade,0.7,10.1,14.5,5.6,49.2%,3.1%,152,"7,618"
12,Sova,0.75,10.8,14.3,4.4,49.0%,3.9%,162,"9,462"
13,Gekko,0.71,10.3,14.6,4.3,49.0%,5.7%,153,"13,890"
14,Viper,0.74,10.6,14.5,4.4,48.6%,3.0%,159,"7,222"
15,Astra,0.83,11.3,13.6,4.2,48.3%,0.5%,167,"1,293"
16,Harbor,0.7,10.2,14.6,4.6,48.0%,0.8%,152,"2,004"
17,Chamber,0.82,11.5,14,3.4,48.0%,1.9%,171,"4,588"
18,Yoru,0.8,11.7,14.7,3.8,47.9%,5.3%,171,"13,001"
19,Phoenix,0.84,12.1,14.4,4.1,47.7%,4.7%,182,"11,562"
20,KAY/O,0.7,10.3,14.7,6.9,47.1%,2.3%,159,"5,714"
21,Neon,0.77,11.6,15,3.8,46.8%,4.2%,173,"10,229"
22,Iso,0.77,11.6,15.1,3.9,46.4%,2.5%,176,"6,085"
