,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Killjoy,0.89,12.5,14.1,4,50.5%,3.6%,184,"61,004"
1,Deadlock,0.89,12.9,14.6,4.3,50.4%,1.9%,185,"32,161"
2,Cypher,0.92,12.9,14.1,5.1,50.2%,6.8%,184,"114,310"
3,Sage,0.8,11.6,14.4,6.7,50.1%,12.3%,169,"206,310"
4,Brimstone,0.87,12.8,14.7,6.8,49.7%,3.8%,191,"63,733"
5,Raze,0.93,14.1,15.2,4.8,49.6%,6.2%,212,"103,282"
6,Reyna,1.03,15.4,15,4.5,49.5%,10.8%,223,"180,851"
7,Viper,0.86,12.5,14.5,4.9,49.1%,2.8%,183,"46,810"
8,Omen,0.9,13.3,14.8,5,49.1%,9.0%,190,"151,517"
9,Astra,0.92,13.2,14.4,5.1,49.1%,0.7%,190,"12,108"
10,Skye,0.82,12,14.7,7.2,48.9%,5.4%,177,"91,223"
11,Gekko,0.8,11.9,14.8,4.7,48.9%,5.0%,173,"84,558"
12,Breach,0.86,13,15,5.4,48.9%,1.7%,189,"28,441"
13,Phoenix,0.94,14.1,14.9,4.5,48.7%,4.0%,207,"67,449"
14,Jett,0.95,14.4,15.2,3.8,48.5%,5.0%,210,"84,637"
15,Sova,0.84,12.3,14.7,4.9,48.3%,3.5%,181,"58,167"
16,Fade,0.8,11.9,14.8,5.9,48.3%,3.0%,175,"49,823"
17,Neon,0.87,13.6,15.6,4.2,47.6%,3.3%,198,"55,194"
18,Chamber,0.93,13.6,14.6,3.7,47.4%,2.1%,194,"36,011"
19,KAY/O,0.79,11.9,15.1,7.7,47.1%,2.4%,178,"40,557"
20,Yoru,0.88,13.3,15.1,4.2,46.7%,3.6%,193,"61,044"
21,Iso,0.88,13.7,15.6,4.3,46.4%,2.2%,203,"36,987"
22,Harbor,0.8,11.9,15,5.2,46.3%,0.8%,174,"13,122"
