,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,1.01,15.1,15,10.6,54.1%,1.5%,214,"6,405"
1,Sage,1,14.9,14.9,7.2,52.4%,7.0%,205,"29,660"
2,Deadlock,1.05,15.7,14.9,4.4,52.0%,1.1%,211,"4,775"
3,Phoenix,1.1,17.1,15.6,4.6,50.8%,1.3%,238,"5,448"
4,Fade,0.99,14.9,15,6.4,50.2%,1.0%,203,"4,106"
5,Reyna,1.12,17.6,15.7,4.2,50.1%,10.0%,241,"42,599"
6,Skye,0.97,14.7,15.1,7.6,49.7%,9.9%,200,"42,211"
7,Raze,1.04,17,16.3,4.4,49.6%,12.0%,241,"50,900"
8,Cypher,1.04,15.1,14.6,4.5,49.6%,11.8%,202,"50,124"
9,Jett,1.07,17.4,16.2,3.3,49.4%,14.0%,238,"59,610"
10,Gekko,0.95,14.5,15.2,5.1,49.2%,1.6%,195,"6,865"
11,Yoru,1.03,16.1,15.7,4.4,49.1%,1.1%,223,"4,781"
12,Killjoy,1.04,15.1,14.6,3.3,49.1%,2.0%,206,"8,428"
13,Omen,1.01,15.1,15,7.8,48.9%,14.1%,205,"59,764"
14,Astra,1.06,15.6,14.7,7.4,48.9%,3.1%,211,"13,255"
15,Breach,0.96,14.6,15.2,7.7,48.5%,2.9%,199,"12,288"
16,Viper,1.07,16.1,15,5.6,48.5%,0.7%,223,"2,806"
17,Sova,1,15,14.9,5.5,48.2%,0.7%,210,"2,920"
18,Chamber,1.11,16.7,15.1,2.9,48.1%,2.1%,223,"8,752"
19,Neon,0.98,16.3,16.6,4.6,47.4%,0.4%,224,"1,886"
20,Iso,1.04,16.7,16.1,4.1,47.0%,0.6%,231,"2,758"
21,Harbor,0.99,15.3,15.5,6.4,45.8%,0.1%,208,227
22,KAY/O,0.94,14.6,15.5,9.5,44.8%,1.1%,207,"4,476"
