,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.93,13.8,14.8,7.4,50.9%,9.8%,194,"315,961"
1,Brimstone,0.96,14.4,15,8.6,50.6%,3.7%,208,"120,371"
2,Phoenix,1.1,17,15.4,4.6,50.4%,2.8%,239,"91,834"
3,Deadlock,1.02,15,14.8,4.3,50.3%,1.3%,206,"42,616"
4,Reyna,1.15,17.8,15.5,4.4,50.1%,11.6%,248,"374,555"
5,Raze,1.05,16.6,15.9,4.6,49.7%,8.2%,239,"264,472"
6,Astra,1.05,15.4,14.6,6.2,49.6%,2.0%,211,"64,307"
7,Fade,0.95,14.2,14.9,6,49.5%,1.8%,198,"56,890"
8,Cypher,1.02,14.6,14.4,4.9,49.5%,9.0%,201,"290,623"
9,Skye,0.95,14.2,14.9,7.4,49.4%,6.2%,198,"200,434"
10,Jett,1.09,17.2,15.9,3.7,49.4%,9.3%,241,"301,195"
11,Gekko,0.93,13.9,15,4.9,49.4%,2.8%,193,"88,987"
12,Omen,1,15,15.1,6.4,49.1%,11.9%,208,"383,168"
13,Killjoy,0.99,14.4,14.5,3.7,49.0%,3.3%,202,"105,303"
14,Breach,0.95,14.5,15.2,6.5,48.7%,2.7%,202,"88,462"
15,Sova,0.98,14.6,14.8,5.2,48.5%,2.3%,206,"73,053"
16,Viper,1,14.7,14.7,5.3,48.1%,1.6%,206,"51,027"
17,Chamber,1.08,16.2,15,3.3,48.0%,2.9%,221,"92,898"
18,Neon,0.98,15.9,16.2,4.3,47.8%,1.3%,225,"41,581"
19,Yoru,1.02,15.8,15.5,4.3,47.3%,1.5%,221,"48,234"
20,KAY/O,0.91,14.1,15.4,8.5,46.1%,2.1%,202,"69,171"
21,Iso,1.01,16.2,16.1,4.2,45.8%,1.6%,230,"50,588"
22,Harbor,0.91,13.9,15.3,5.7,44.6%,0.3%,195,"9,065"
