,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.83,12.1,14.5,6.9,50.2%,11.7%,175,"242,727"
1,Cypher,0.94,13.3,14.1,5.1,50.1%,7.6%,189,"157,973"
2,Deadlock,0.92,13.4,14.6,4.3,50.0%,1.9%,191,"39,439"
3,Reyna,1.07,16.1,15.1,4.6,49.9%,11.1%,232,"230,481"
4,Killjoy,0.92,13,14.2,4,49.8%,3.7%,190,"76,847"
5,Brimstone,0.9,13.3,14.7,7.1,49.7%,4.1%,196,"84,485"
6,Raze,0.95,14.7,15.3,4.8,49.5%,6.1%,219,"126,486"
7,Phoenix,0.99,14.9,15,4.6,49.5%,3.7%,217,"77,555"
8,Gekko,0.84,12.5,14.9,4.8,49.4%,4.6%,179,"95,749"
9,Breach,0.89,13.5,15.1,5.6,49.2%,1.9%,194,"39,082"
10,Skye,0.85,12.5,14.8,7.3,49.1%,5.6%,182,"116,300"
11,Omen,0.92,13.8,14.9,5.2,49.1%,9.7%,196,"201,876"
12,Jett,0.99,15.2,15.3,3.9,48.8%,5.4%,219,"111,062"
13,Astra,0.95,13.7,14.4,5.3,48.6%,0.9%,195,"18,534"
14,Fade,0.84,12.5,14.9,6,48.4%,2.6%,181,"54,808"
15,Viper,0.9,13.1,14.5,5,48.3%,2.7%,190,"55,535"
16,Sova,0.88,12.9,14.7,5,48.1%,3.3%,188,"67,503"
17,Neon,0.92,14.4,15.7,4.2,47.6%,2.9%,209,"60,276"
18,Chamber,0.98,14.3,14.6,3.6,47.4%,2.3%,202,"47,958"
19,Yoru,0.92,14,15.2,4.3,46.6%,3.0%,201,"61,997"
20,Harbor,0.84,12.5,15,5.3,46.6%,0.7%,181,"15,028"
21,Iso,0.92,14.4,15.7,4.3,46.5%,2.1%,211,"43,161"
22,KAY/O,0.81,12.4,15.2,7.9,46.0%,2.3%,184,"48,177"
