,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.93,13.7,14.7,7.3,51.0%,10.0%,193,"364,152"
1,Brimstone,0.98,14.5,14.8,8.2,50.8%,4.0%,210,"146,721"
2,Reyna,1.18,18.1,15.3,4.4,50.6%,12.3%,254,"451,196"
3,Deadlock,1.02,15,14.7,4.3,50.4%,1.4%,207,"51,972"
4,Phoenix,1.12,17.1,15.2,4.6,50.3%,3.1%,242,"115,090"
5,Astra,1.06,15.3,14.5,6,50.1%,1.7%,213,"60,893"
6,Gekko,0.93,13.9,14.9,4.9,49.9%,3.0%,195,"109,568"
7,Raze,1.06,16.7,15.7,4.6,49.9%,7.7%,242,"280,759"
8,Skye,0.95,14.1,14.8,7.4,49.8%,5.9%,199,"214,326"
9,Cypher,1.03,14.7,14.3,4.9,49.8%,8.6%,203,"315,773"
10,Jett,1.11,17.3,15.7,3.7,49.5%,8.5%,244,"309,719"
11,Killjoy,1.01,14.4,14.3,3.8,49.5%,3.5%,203,"126,627"
12,Fade,0.95,14.1,14.9,6,49.4%,1.9%,198,"69,071"
13,Omen,1.01,15.1,15,6.1,49.3%,11.2%,210,"410,831"
14,Breach,0.96,14.6,15.2,6.2,49.1%,2.5%,205,"92,593"
15,Viper,1,14.6,14.7,5.3,48.6%,1.9%,207,"68,248"
16,Sova,0.98,14.5,14.7,5.2,48.4%,2.5%,206,"90,306"
17,Chamber,1.09,16.2,14.8,3.4,47.9%,2.8%,223,"100,884"
18,Neon,1,16,16,4.3,47.6%,1.6%,228,"59,581"
19,Yoru,1.03,15.9,15.4,4.3,47.3%,1.7%,223,"62,613"
20,Iso,1.02,16.3,15.9,4.3,46.5%,1.8%,232,"65,040"
21,KAY/O,0.91,14,15.4,8.4,45.9%,2.2%,202,"79,311"
22,Harbor,0.91,13.9,15.2,5.6,44.3%,0.4%,195,"13,438"
