,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.91,13.4,14.7,7.3,50.5%,10.2%,191,"358,457"
1,Reyna,1.17,17.8,15.3,4.5,50.3%,12.2%,251,"427,271"
2,Brimstone,0.97,14.3,14.8,8,50.3%,4.1%,208,"145,418"
3,Phoenix,1.11,16.8,15.2,4.6,50.2%,3.2%,239,"113,754"
4,Gekko,0.92,13.7,14.9,4.9,50.0%,3.2%,193,"112,668"
5,Deadlock,1,14.7,14.7,4.3,49.9%,1.5%,205,"52,233"
6,Raze,1.05,16.4,15.7,4.7,49.7%,7.3%,238,"256,677"
7,Killjoy,0.99,14.2,14.3,3.9,49.7%,3.6%,202,"126,016"
8,Cypher,1.01,14.5,14.3,5,49.7%,8.6%,201,"303,378"
9,Astra,1.04,15.1,14.5,5.9,49.6%,1.5%,211,"53,054"
10,Jett,1.09,17.1,15.6,3.8,49.3%,7.8%,241,"274,060"
11,Skye,0.93,13.8,14.8,7.4,49.2%,5.8%,196,"204,281"
12,Omen,1,14.9,15,5.9,49.2%,11.0%,209,"387,139"
13,Breach,0.95,14.4,15.2,6.1,49.0%,2.4%,204,"85,965"
14,Fade,0.93,13.8,14.9,6,48.9%,2.0%,196,"69,350"
15,Sova,0.97,14.3,14.7,5.1,48.3%,2.6%,204,"90,820"
16,Viper,0.98,14.4,14.6,5.2,48.3%,2.0%,204,"71,182"
17,Chamber,1.08,15.9,14.8,3.4,48.0%,2.7%,220,"93,636"
18,Neon,0.99,15.8,16,4.3,47.4%,1.8%,226,"64,114"
19,Yoru,1.02,15.6,15.3,4.3,46.7%,1.8%,221,"64,923"
20,Iso,1.01,16,15.9,4.3,46.6%,1.8%,229,"64,758"
21,KAY/O,0.89,13.7,15.3,8.3,45.6%,2.2%,199,"77,207"
22,Harbor,0.9,13.7,15.1,5.5,45.0%,0.4%,194,"15,013"
