,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.94,13.9,14.9,7.3,51.0%,9.8%,195,"240,630"
1,Brimstone,0.96,14.5,15.1,9,50.7%,3.5%,207,"85,301"
2,Deadlock,1.02,15.1,14.8,4.3,50.5%,1.3%,207,"30,894"
3,Phoenix,1.09,16.9,15.5,4.6,49.9%,2.6%,237,"64,857"
4,Reyna,1.13,17.7,15.6,4.4,49.8%,11.0%,245,"270,674"
5,Astra,1.04,15.4,14.7,6.4,49.6%,2.3%,210,"55,614"
6,Gekko,0.93,14,15,4.9,49.6%,2.5%,193,"61,740"
7,Skye,0.95,14.2,15,7.4,49.5%,6.6%,198,"163,014"
8,Raze,1.04,16.6,16.1,4.5,49.5%,8.7%,238,"214,417"
9,Cypher,1.01,14.7,14.5,4.8,49.4%,9.3%,200,"230,009"
10,Omen,0.99,15,15.1,6.6,49.2%,12.4%,206,"305,987"
11,Fade,0.95,14.2,15,6,49.1%,1.7%,197,"41,267"
12,Killjoy,0.99,14.4,14.5,3.7,49.0%,3.0%,200,"74,592"
13,Breach,0.94,14.4,15.3,6.7,48.9%,2.9%,200,"72,507"
14,Jett,1.07,17.2,16,3.6,48.9%,10.2%,239,"250,447"
15,Sova,0.98,14.5,14.9,5.2,48.1%,2.0%,205,"50,107"
16,Viper,1,14.8,14.8,5.4,48.0%,1.3%,206,"31,509"
17,Chamber,1.08,16.2,15,3.2,47.7%,2.9%,221,"71,428"
18,Yoru,1.02,15.9,15.6,4.3,47.0%,1.3%,221,"32,884"
19,Neon,0.96,15.7,16.3,4.3,46.5%,1.0%,222,"25,053"
20,KAY/O,0.91,14.1,15.5,8.8,45.3%,2.1%,202,"52,135"
21,Iso,1.01,16.3,16.1,4.2,45.2%,1.4%,229,"33,827"
22,Harbor,0.91,14,15.3,5.9,44.3%,0.2%,195,"5,271"
