,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.99,14.8,15,7.3,52.0%,7.6%,204,"53,177"
1,Deadlock,1.07,16,14.9,4.4,51.7%,1.1%,213,"7,953"
2,Brimstone,1,15.1,15,10.3,51.7%,1.7%,214,"11,992"
3,Fade,0.99,14.9,15.1,6.3,50.9%,1.1%,203,"7,413"
4,Reyna,1.12,17.6,15.7,4.2,50.0%,9.8%,241,"69,314"
5,Phoenix,1.09,17.1,15.7,4.6,49.8%,1.4%,237,"10,010"
6,Raze,1.04,16.9,16.3,4.4,49.6%,11.5%,240,"81,046"
7,Skye,0.97,14.7,15.1,7.6,49.6%,9.5%,200,"66,541"
8,Astra,1.06,15.6,14.8,7.3,49.5%,3.2%,211,"22,208"
9,Cypher,1.03,15.1,14.6,4.5,49.3%,11.5%,202,"80,696"
10,Gekko,0.96,14.4,15,5,49.3%,1.7%,195,"12,098"
11,Jett,1.07,17.4,16.2,3.4,49.3%,13.5%,238,"95,309"
12,Omen,1.01,15.2,15,7.7,49.2%,13.9%,206,"98,165"
13,Yoru,1.04,16.3,15.7,4.5,49.0%,1.1%,225,"7,784"
14,Chamber,1.1,16.7,15.2,2.9,48.5%,2.2%,223,"15,372"
15,Neon,0.97,16,16.5,4.5,48.3%,0.5%,221,"3,309"
16,Killjoy,1.03,15.1,14.6,3.4,47.9%,2.1%,206,"14,602"
17,Breach,0.95,14.5,15.3,7.6,47.8%,3.1%,199,"21,479"
18,Sova,1,15,14.9,5.4,47.8%,0.8%,209,"5,888"
19,Viper,1.06,15.9,15,5.6,47.2%,0.7%,219,"4,748"
20,Iso,1.03,16.7,16.3,4.1,46.6%,0.8%,231,"5,299"
21,KAY/O,0.94,14.6,15.6,9.4,44.6%,1.3%,207,"9,009"
22,Harbor,0.95,14.8,15.5,6.4,41.7%,0.1%,203,508
