,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.87,12.6,14.5,7,50.4%,11.2%,181,"324,331"
1,Killjoy,0.95,13.5,14.2,4,50.3%,3.8%,195,"110,839"
2,Reyna,1.11,16.8,15.1,4.5,50.2%,11.5%,240,"331,557"
3,Brimstone,0.93,13.7,14.7,7.4,50.2%,4.2%,201,"122,209"
4,Deadlock,0.95,13.9,14.6,4.3,50.1%,1.8%,196,"50,921"
5,Cypher,0.98,13.8,14.2,5.1,49.9%,7.9%,195,"229,234"
6,Raze,1,15.3,15.4,4.8,49.8%,6.4%,227,"184,781"
7,Phoenix,1.04,15.5,15,4.6,49.5%,3.6%,225,"103,548"
8,Jett,1.03,15.9,15.4,3.9,49.4%,5.9%,228,"170,340"
9,Skye,0.89,13.1,14.8,7.4,49.2%,5.7%,189,"165,218"
10,Gekko,0.87,13,14.9,4.8,49.2%,4.1%,186,"118,727"
11,Astra,0.99,14.3,14.4,5.5,49.1%,1.0%,202,"30,345"
12,Omen,0.96,14.2,14.9,5.4,49.0%,10.2%,202,"293,505"
13,Fade,0.88,13,14.8,5.9,49.0%,2.4%,188,"70,309"
14,Viper,0.94,13.6,14.5,5.1,48.9%,2.5%,197,"72,990"
15,Breach,0.92,13.9,15.1,5.7,48.9%,2.1%,199,"60,613"
16,Sova,0.91,13.4,14.7,5.1,48.1%,3.0%,195,"87,194"
17,Neon,0.95,15,15.8,4.3,48.0%,2.6%,216,"75,019"
18,Chamber,1.01,14.8,14.7,3.6,47.7%,2.4%,209,"70,471"
19,KAY/O,0.85,13,15.2,8,46.7%,2.3%,191,"67,294"
20,Yoru,0.96,14.5,15.2,4.3,46.6%,2.5%,208,"72,524"
21,Iso,0.95,15,15.7,4.3,46.5%,2.1%,218,"59,580"
22,Harbor,0.87,13,15,5.3,46.0%,0.7%,187,"18,894"
