,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.97,14.6,15,7.3,51.6%,8.6%,201,"113,167"
1,Brimstone,0.99,14.8,15,9.9,51.5%,2.3%,211,"30,702"
2,Deadlock,1.05,15.7,14.9,4.4,50.4%,1.1%,211,"14,401"
3,Phoenix,1.09,17.1,15.6,4.6,50.3%,1.7%,238,"22,685"
4,Reyna,1.12,17.7,15.7,4.3,49.8%,9.8%,242,"128,338"
5,Skye,0.97,14.6,15.1,7.5,49.7%,8.8%,199,"115,298"
6,Raze,1.04,16.9,16.3,4.5,49.5%,10.6%,240,"138,622"
7,Fade,0.98,14.7,15.1,6.2,49.4%,1.2%,201,"16,161"
8,Astra,1.05,15.6,14.8,7.1,49.4%,2.9%,211,"38,736"
9,Omen,1,15.1,15.1,7.4,49.2%,13.7%,206,"180,164"
10,Gekko,0.94,14.3,15.1,5,48.9%,1.9%,194,"24,327"
11,Killjoy,1.02,14.9,14.6,3.5,48.9%,2.4%,204,"30,899"
12,Cypher,1.02,14.9,14.6,4.6,48.9%,10.7%,201,"141,024"
13,Jett,1.07,17.4,16.2,3.5,48.9%,12.3%,238,"162,131"
14,Sova,1,14.9,14.9,5.4,48.9%,1.2%,207,"15,750"
15,Breach,0.95,14.4,15.2,7.4,48.3%,3.2%,198,"41,568"
16,Yoru,1.03,16.2,15.8,4.4,48.0%,1.1%,223,"14,523"
17,Chamber,1.09,16.5,15.2,3,47.9%,2.5%,222,"32,815"
18,Neon,0.96,15.9,16.5,4.5,47.2%,0.6%,222,"7,327"
19,Viper,1.04,15.6,14.9,5.6,47.2%,0.7%,216,"9,449"
20,KAY/O,0.92,14.4,15.6,9.3,45.7%,1.7%,205,"22,121"
21,Iso,1.01,16.4,16.2,4.2,44.5%,0.9%,229,"11,740"
22,Harbor,0.92,14.2,15.5,6.3,44.1%,0.1%,196,"1,311"
