,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.95,14.1,14.9,7.4,51.3%,9.6%,196,"207,324"
1,Brimstone,0.97,14.6,15,9.2,50.6%,3.3%,209,"70,510"
2,Deadlock,1.02,15.2,14.9,4.4,50.3%,1.2%,207,"26,400"
3,Reyna,1.14,17.7,15.6,4.3,49.9%,10.7%,245,"232,427"
4,Skye,0.96,14.4,15,7.4,49.9%,7.0%,199,"150,469"
5,Phoenix,1.09,17,15.5,4.6,49.8%,2.5%,238,"54,155"
6,Raze,1.04,16.8,16.1,4.5,49.7%,9.0%,240,"195,673"
7,Astra,1.05,15.4,14.7,6.6,49.6%,2.4%,211,"52,636"
8,Cypher,1.02,14.8,14.5,4.8,49.4%,9.5%,201,"205,607"
9,Gekko,0.94,14.1,15.1,5,49.4%,2.4%,194,"51,093"
10,Fade,0.96,14.4,15,6.1,49.2%,1.6%,199,"34,333"
11,Jett,1.08,17.3,16,3.6,49.1%,10.7%,240,"230,966"
12,Omen,1,15,15.1,6.8,48.9%,12.6%,207,"272,908"
13,Breach,0.95,14.5,15.3,6.9,48.8%,3.0%,201,"64,805"
14,Killjoy,1,14.5,14.5,3.6,48.7%,2.9%,202,"62,217"
15,Viper,1.01,15,14.8,5.4,48.3%,1.2%,208,"25,317"
16,Sova,0.99,14.7,14.9,5.3,47.9%,1.9%,206,"41,166"
17,Chamber,1.08,16.3,15.1,3.2,47.7%,2.9%,221,"62,150"
18,Neon,0.97,15.9,16.4,4.3,47.1%,0.9%,224,"19,424"
19,Yoru,1.02,16,15.7,4.4,46.9%,1.3%,222,"27,470"
20,Iso,1.01,16.4,16.2,4.2,45.6%,1.3%,230,"27,845"
21,KAY/O,0.92,14.2,15.5,8.8,45.3%,2.1%,203,"45,897"
22,Harbor,0.91,14,15.3,5.8,43.0%,0.2%,195,"3,867"
