,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.9,13.2,14.6,7.2,50.6%,10.5%,188,"383,744"
1,Reyna,1.15,17.5,15.2,4.5,50.3%,12.0%,248,"438,720"
2,Phoenix,1.09,16.4,15.1,4.6,50.1%,3.3%,236,"120,914"
3,Brimstone,0.95,14.1,14.8,7.9,50.0%,4.2%,206,"154,117"
4,Astra,1.03,14.9,14.5,5.8,50.0%,1.4%,208,"49,900"
5,Raze,1.03,16.1,15.6,4.7,49.9%,6.9%,235,"252,705"
6,Deadlock,0.99,14.5,14.7,4.3,49.8%,1.6%,202,"57,783"
7,Cypher,1,14.3,14.2,5,49.7%,8.4%,199,"307,694"
8,Jett,1.08,16.8,15.5,3.8,49.5%,7.2%,238,"261,786"
9,Killjoy,0.98,14,14.3,3.9,49.3%,3.7%,200,"135,311"
10,Gekko,0.9,13.5,14.9,4.9,49.3%,3.4%,190,"124,482"
11,Omen,0.98,14.7,15,5.8,49.1%,10.8%,206,"393,311"
12,Skye,0.91,13.6,14.8,7.4,49.1%,5.8%,193,"212,251"
13,Viper,0.97,14.1,14.6,5.2,49.0%,2.2%,202,"80,501"
14,Fade,0.91,13.6,14.9,5.9,48.7%,2.1%,193,"77,405"
15,Breach,0.93,14.2,15.2,6,48.6%,2.4%,202,"85,767"
16,Sova,0.95,14,14.7,5.1,48.2%,2.7%,201,"98,878"
17,Neon,0.98,15.6,15.9,4.3,47.9%,2.0%,223,"74,185"
18,Chamber,1.06,15.6,14.7,3.4,47.8%,2.6%,217,"95,534"
19,Iso,1,15.8,15.8,4.3,46.7%,1.9%,227,"69,149"
20,Yoru,1,15.3,15.3,4.3,46.4%,2.0%,216,"72,172"
21,KAY/O,0.88,13.5,15.3,8.2,45.6%,2.3%,196,"82,350"
22,Harbor,0.89,13.5,15.1,5.5,44.8%,0.5%,191,"17,728"
