,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.98,14.7,15.1,9.4,51.3%,3.1%,210,"60,418"
1,Sage,0.96,14.2,14.9,7.3,51.2%,9.4%,198,"184,648"
2,Reyna,1.14,17.8,15.6,4.4,50.2%,10.6%,245,"207,628"
3,Deadlock,1.04,15.5,14.9,4.4,50.2%,1.2%,210,"22,929"
4,Phoenix,1.1,17.1,15.6,4.6,49.9%,2.3%,240,"45,754"
5,Astra,1.05,15.5,14.7,6.7,49.7%,2.5%,211,"49,825"
6,Raze,1.04,16.8,16.1,4.5,49.6%,9.5%,240,"185,726"
7,Skye,0.96,14.5,15,7.4,49.6%,7.3%,200,"143,453"
8,Cypher,1.02,14.8,14.5,4.7,49.5%,9.7%,201,"190,408"
9,Gekko,0.94,14.2,15.1,5,49.2%,2.2%,194,"44,058"
10,Breach,0.95,14.5,15.2,7.1,49.2%,3.0%,201,"59,115"
11,Omen,1,15.1,15.1,6.9,49.1%,12.9%,207,"252,587"
12,Jett,1.08,17.4,16.1,3.6,49.1%,11.1%,240,"217,974"
13,Fade,0.97,14.5,15,6.1,49.0%,1.5%,200,"29,701"
14,Viper,1.03,15.2,14.8,5.5,48.9%,1.0%,211,"20,065"
15,Killjoy,1,14.5,14.6,3.6,48.3%,2.8%,201,"54,277"
16,Sova,0.99,14.7,14.9,5.3,48.1%,1.8%,207,"34,388"
17,Chamber,1.08,16.4,15.1,3.1,47.7%,2.8%,222,"55,255"
18,Neon,0.98,16,16.4,4.3,47.4%,0.8%,225,"15,597"
19,Yoru,1.02,16.1,15.7,4.3,47.0%,1.2%,223,"23,991"
20,KAY/O,0.93,14.4,15.6,9,45.6%,2.0%,205,"39,937"
21,Iso,1.02,16.5,16.2,4.2,45.2%,1.2%,231,"23,278"
22,Harbor,0.92,14,15.2,5.9,42.6%,0.2%,197,"3,083"
