,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.99,14.9,15,10.1,51.5%,2.0%,212,"20,747"
1,Sage,0.98,14.7,15,7.3,51.4%,8.1%,202,"82,707"
2,Deadlock,1.06,15.7,14.9,4.3,50.6%,1.1%,211,"11,224"
3,Phoenix,1.09,17.1,15.7,4.6,50.3%,1.6%,237,"16,055"
4,Reyna,1.12,17.7,15.7,4.2,49.9%,9.8%,242,"99,601"
5,Fade,0.99,14.8,15,6.2,49.7%,1.1%,202,"11,624"
6,Raze,1.04,16.9,16.3,4.5,49.5%,11.1%,239,"113,032"
7,Skye,0.97,14.6,15.1,7.5,49.5%,9.1%,200,"93,400"
8,Astra,1.06,15.6,14.8,7.2,49.4%,3.1%,211,"31,209"
9,Cypher,1.03,15,14.6,4.6,49.3%,11.2%,201,"113,863"
10,Killjoy,1.03,15,14.6,3.4,49.3%,2.2%,205,"22,658"
11,Omen,1.01,15.1,15,7.6,49.2%,13.8%,206,"140,945"
12,Gekko,0.95,14.3,15.1,5,49.2%,1.7%,194,"17,701"
13,Jett,1.07,17.3,16.3,3.4,48.9%,13.0%,238,"132,422"
14,Viper,1.06,15.8,14.9,5.5,48.5%,0.7%,219,"7,135"
15,Yoru,1.03,16.2,15.7,4.4,48.1%,1.1%,223,"10,998"
16,Breach,0.95,14.5,15.2,7.6,48.1%,3.1%,198,"31,922"
17,Sova,1,14.9,14.9,5.4,48.0%,1.0%,208,"10,201"
18,Neon,0.97,16,16.5,4.4,47.2%,0.5%,223,"5,158"
19,Chamber,1.08,16.5,15.3,2.9,47.0%,2.4%,221,"24,059"
20,Harbor,0.94,14.3,15.1,6.2,46.1%,0.1%,200,890
21,Iso,1.03,16.7,16.2,4.1,45.1%,0.8%,231,"8,094"
22,KAY/O,0.93,14.5,15.6,9.3,44.4%,1.5%,205,"15,269"
