,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.94,14,14.8,7.4,51.4%,9.7%,196,"275,833"
1,Brimstone,0.97,14.6,15,8.8,50.7%,3.6%,209,"102,781"
2,Phoenix,1.11,17.1,15.4,4.6,50.3%,2.8%,241,"79,098"
3,Reyna,1.15,17.9,15.5,4.4,50.3%,11.6%,249,"330,803"
4,Deadlock,1.03,15.2,14.8,4.4,50.1%,1.3%,208,"37,049"
5,Raze,1.05,16.8,16,4.5,49.7%,8.5%,241,"242,657"
6,Astra,1.05,15.4,14.6,6.3,49.7%,2.1%,212,"59,229"
7,Cypher,1.02,14.8,14.4,4.8,49.6%,9.1%,202,"260,381"
8,Gekko,0.94,14.1,15,4.9,49.5%,2.6%,194,"73,791"
9,Skye,0.96,14.3,14.9,7.4,49.4%,6.3%,200,"180,653"
10,Jett,1.09,17.4,15.9,3.7,49.4%,9.9%,242,"281,727"
11,Omen,1,15.1,15.1,6.5,49.2%,12.1%,209,"344,374"
12,Fade,0.95,14.3,15,6,49.0%,1.7%,198,"48,618"
13,Killjoy,1,14.4,14.4,3.7,49.0%,3.1%,202,"89,003"
14,Breach,0.95,14.6,15.3,6.6,48.9%,2.8%,203,"79,855"
15,Viper,1.01,14.9,14.7,5.4,48.6%,1.4%,208,"39,626"
16,Sova,0.99,14.6,14.8,5.2,48.4%,2.2%,207,"61,429"
17,Chamber,1.09,16.3,15,3.2,48.0%,2.9%,222,"82,626"
18,Yoru,1.03,16,15.5,4.3,47.1%,1.4%,223,"40,876"
19,Neon,0.98,16,16.3,4.3,46.8%,1.2%,226,"32,949"
20,Iso,1.02,16.4,16.1,4.2,46.0%,1.5%,232,"42,489"
21,KAY/O,0.92,14.2,15.5,8.7,45.8%,2.1%,204,"60,912"
22,Harbor,0.92,14,15.2,5.7,44.2%,0.2%,196,"6,785"
