,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Outlaw,0.6,12.8%,81.9%,5.2%,134
1,Operator,0.8,9.8%,85.7%,4.5%,126.2
2,Vandal,0.8,16.1%,75.0%,8.9%,120.8
3,Guardian,0.7,16.7%,76.1%,7.2%,117.1
4,Phantom,0.8,13.5%,75.5%,11.0%,112.8
5,Odin,0.9,8.2%,70.3%,21.5%,106.3
6,Marshal,0.4,21.7%,73.6%,4.7%,98.2
7,Bulldog,0.6,12.7%,76.7%,10.6%,95.2
8,Ares,0.6,9.9%,71.8%,18.4%,91.9
9,Sheriff,0.5,21.5%,72.9%,5.6%,89.1
10,Spectre,0.6,10.9%,76.0%,13.1%,87
11,Judge,0.6,11.5%,73.5%,15.0%,82.8
12,Stinger,0.5,14.5%,74.5%,11.0%,78.2
13,Ghost,0.7,17.0%,75.1%,7.9%,78.2
14,Bucky,0.5,13.5%,75.6%,10.8%,72.4
15,Classic,0.4,14.5%,76.4%,9.1%,63.2
16,Frenzy,0.6,14.0%,74.6%,11.4%,62.8
17,Shorty,0.5,13.6%,73.8%,12.6%,58.7
