,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.9,10.7%,85.0%,4.4%,135.1
1,Outlaw,0.8,12.9%,83.3%,3.8%,127.5
2,Vandal,0.8,28.7%,66.3%,5.0%,126.6
3,Guardian,0.7,33.1%,63.4%,3.5%,117.7
4,Phantom,0.8,24.5%,69.4%,6.1%,117.1
5,Sheriff,0.5,33.3%,63.7%,3.1%,100.6
6,Odin,0.8,12.7%,71.6%,15.7%,99.7
7,Marshal,0.6,27.7%,69.2%,3.1%,99
8,Bulldog,0.7,25.5%,69.0%,5.5%,91.9
9,Judge,0.7,12.1%,74.9%,13.0%,85.4
10,Stinger,0.5,18.3%,74.3%,7.3%,79.8
11,Spectre,0.7,19.0%,73.3%,7.7%,79.8
12,Ares,0.6,15.6%,71.4%,12.9%,78.5
13,Ghost,0.8,31.2%,65.2%,3.6%,77.9
14,Shorty,0.7,15.0%,75.5%,9.4%,77.5
15,Bucky,0.5,14.4%,77.1%,8.6%,75.8
16,Classic,0.4,26.6%,68.8%,4.6%,69.2
17,Frenzy,0.6,21.0%,72.2%,6.9%,62.8
