,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.9,9.8%,85.8%,4.4%,132.9
1,Vandal,0.8,29.5%,65.9%,4.7%,129.6
2,Outlaw,0.8,11.4%,84.6%,4.0%,126.2
3,Phantom,0.8,25.2%,69.1%,5.7%,120.6
4,Guardian,0.7,34.3%,62.4%,3.3%,118.1
5,Odin,0.8,12.5%,74.1%,13.4%,104.2
6,Sheriff,0.5,35.4%,61.9%,2.8%,102.6
7,Marshal,0.6,25.6%,70.8%,3.6%,95
8,Bulldog,0.7,25.9%,68.7%,5.5%,93.8
9,Judge,0.6,12.3%,75.3%,12.5%,83.7
10,Spectre,0.7,19.1%,73.4%,7.5%,81.4
11,Ares,0.6,15.6%,72.9%,11.5%,81.3
12,Stinger,0.5,18.5%,74.6%,7.0%,81.1
13,Ghost,0.8,32.2%,64.5%,3.3%,79.7
14,Shorty,0.6,15.5%,75.7%,8.8%,77.5
15,Bucky,0.5,14.5%,77.4%,8.1%,74.9
16,Classic,0.4,27.7%,68.0%,4.3%,70.2
17,Frenzy,0.6,21.3%,71.9%,6.7%,62.9
